"","Number","N","P","corr","method","beta","S1","S21","S22","S23","S24","S25","S3","No_Predictors","VaddMethod","v1_bias","v2_bias","v3_bias","v4_bias","v5_bias","v1_variance","v2_variance","v3_variance","v4_variance","v5_variance","mse"
"1",80,100,300,0.5,1,"close",5,2,2,2,2,2,10,5,"5",0.801440558207726,0.819013201012916,0.809028308691024,0.888682912102481,0.851420123155719,2.67872118022801,2.47159859975804,2.60877482269214,3.89826091200028,2.44046326604302,270.765322713046
"2",80,100,300,0.5,1,"close",5,2,2,2,2,2,10,6,"5",0.801440558207726,0.819013201012916,0.809028308691024,0.888682912102481,0.851420123155719,2.67872118022801,2.47159859975804,2.60877482269214,3.89826091200028,2.44046326604302,270.765322713046
"3",80,100,300,0.5,1,"close",5,2,2,2,2,2,10,7,"5",0.726359934533427,0.817620511418355,0.791539655649638,0.812790415860264,0.82797791689459,2.18796542636171,2.06237842219056,2.49852254841342,3.25268395954328,2.26505658428108,204.281687908949
"4",80,100,300,0.5,1,"close",5,2,2,2,2,2,10,8,"5",0.670199510430196,0.741735945409857,0.750346513553216,0.789442854626075,0.78221549574043,2.33931921092106,1.79722152611047,2.33168263948633,2.84566104841528,2.20441423068325,158.255311523596
"5",80,100,300,0.5,1,"close",5,2,2,2,2,2,10,9,"5",0.649421785425963,0.720723244222568,0.710195163498997,0.723771656459638,0.70597656880438,2.22562939565804,1.7746173886563,2.13675412221727,2.43841018972425,1.98110975867518,118.795470899808
"6",80,100,300,0.5,1,"close",5,2,2,2,2,2,10,10,"5",0.661134250016217,0.683956910637513,0.689771667390043,0.674077299834154,0.629814818138681,2.26102385250268,1.68867023209142,2.28849028097863,2.11531397209652,2.03630377242449,97.8849772304116
"7",80,100,300,0.5,1,"close",5,2,2,2,2,2,10,11,"5",0.638825474894254,0.616632787040173,0.639190525041508,0.611856674895167,0.583593994176421,2.28406131924949,1.38061440058822,2.04416647726227,1.8721483547786,1.89380223829887,80.0146129014871
"8",80,100,300,0.5,1,"close",5,2,2,2,2,2,10,12,"5",0.596144915556151,0.577444270754587,0.555456497298215,0.562287486982179,0.558489702194116,2.23746143786872,1.53005537571562,1.81958565415836,1.694284857931,1.69328270058705,66.9546302872739
"9",80,100,300,0.5,1,"close",5,2,2,2,2,2,10,13,"5",0.571842503271127,0.51099675841796,0.518907526058082,0.505866649469432,0.536142340497956,2.07612590284732,1.48625874242242,1.54484727934901,1.37907455410055,1.67700794199726,56.5479922737259
"10",80,100,300,0.5,1,"close",5,2,2,2,2,2,10,14,"5",0.499155268094761,0.442629828622635,0.489820675561647,0.456952017645262,0.526574435780604,1.81478500421993,1.16858794643171,1.35360846333665,1.42385008826177,1.73393464775264,48.6589488275092
