"","Number","N","P","corr","method","beta","S1","S21","S22","S23","S24","S25","S3","No_Predictors","VaddMethod","v1_bias","v2_bias","v3_bias","v4_bias","v5_bias","v1_variance","v2_variance","v3_variance","v4_variance","v5_variance","mse"
"1",88,100,300,0.3,2,"close",5,2,2,2,2,2,10,5,"5",0.399585230262211,0.397666746628832,0.399701399547374,0.450915852272842,0.395907467874632,1.27877045663547,1.06326183933904,1.17667379393805,1.65942327464299,1.10471706453988,124.444870374348
"2",88,100,300,0.3,2,"close",5,2,2,2,2,2,10,6,"5",0.399585230262211,0.397666746628832,0.399701399547374,0.450915852272842,0.395907467874632,1.27877045663547,1.06326183933904,1.17667379393805,1.65942327464299,1.10471706453988,124.444870374348
"3",88,100,300,0.3,2,"close",5,2,2,2,2,2,10,7,"5",0.358578728845476,0.3839339344225,0.39412297984807,0.438470264092138,0.410063805594726,1.1397474578923,0.984396363971164,1.14386089026616,1.68713027312321,1.18039018101896,113.814720553962
"4",88,100,300,0.3,2,"close",5,2,2,2,2,2,10,8,"5",0.350450998961123,0.363409122886456,0.395897643840259,0.444648817017158,0.380501716367024,1.20585998759689,0.938096259536329,1.23944693925535,1.5672226845293,1.1622051739477,103.421420221916
"5",88,100,300,0.3,2,"close",5,2,2,2,2,2,10,9,"5",0.34678537066803,0.342160665232486,0.378041962727353,0.41005807090051,0.375821212926175,1.13710362652514,0.872023799751455,1.21904696676319,1.42003356263628,1.19023619772898,92.9408172068207
"6",88,100,300,0.3,2,"close",5,2,2,2,2,2,10,10,"5",0.353899795666814,0.35599825677575,0.376716590556598,0.380185270421431,0.366825523039226,1.14208103436948,0.930944109750718,1.20495184351815,1.34496943453928,1.22251097674901,84.1959904424443
"7",88,100,300,0.3,2,"close",5,2,2,2,2,2,10,11,"5",0.367861827477976,0.329164397842147,0.37083955675528,0.360774674342641,0.363181946520403,1.21694409543058,0.852228839670269,1.15262848418983,1.21590074342633,1.24485056295383,75.1002983402188
"8",88,100,300,0.3,2,"close",5,2,2,2,2,2,10,12,"5",0.352071220521538,0.323467194792849,0.359409004319709,0.337996771580916,0.335697962906954,1.19896266032259,0.918179201345882,1.09907083032725,1.12206830697787,1.1035425480583,67.5389227826167
"9",88,100,300,0.3,2,"close",5,2,2,2,2,2,10,13,"5",0.346357171212936,0.286663991376957,0.33221220596497,0.313006299609873,0.327784441444647,1.17662704368864,0.86905408027635,0.966274982405088,0.921030290887623,0.985134029975185,60.4265502621725
"10",88,100,300,0.3,2,"close",5,2,2,2,2,2,10,14,"5",0.314346707336221,0.277796259910449,0.312824280474202,0.317477785792441,0.32783170570106,1.05651624203643,0.69568364566939,0.869609269679665,0.969869570043103,1.01942678701556,54.2035632798388
"11",88,100,300,0.3,2,"close",5,2,2,2,2,2,10,15,"5",0.290469139812786,0.26612831598286,0.29004687972876,0.293405626864723,0.313938305226135,0.951882601081749,0.652939266975498,0.821540907213679,0.876554939462609,0.910266978293204,48.3706710852883
"12",88,100,300,0.3,2,"close",5,2,2,2,2,2,10,16,"5",0.282275259067472,0.258629889439526,0.278148828079488,0.296243356637268,0.29227862820898,0.827884612522555,0.650734766866338,0.726189350544042,0.916393755697481,0.882675309534812,41.985369512126
"13",88,100,300,0.3,2,"close",5,2,2,2,2,2,10,17,"5",0.272840982970269,0.251215044620818,0.265420390097164,0.265531683131296,0.277798995162825,0.723606779490432,0.58433279271042,0.699123465394356,0.746459039076473,0.80622097862121,36.2485808457913
"14",88,100,300,0.3,2,"close",5,2,2,2,2,2,10,18,"5",0.256911170770416,0.234758235318029,0.245481003419759,0.229906242671379,0.260292441780132,0.665399471461834,0.512197683151023,0.616299131636995,0.589019432044789,0.723002920310802,31.4363971707472
"15",88,100,300,0.3,2,"close",5,2,2,2,2,2,10,19,"5",0.241598321772918,0.223669702374816,0.228213462923554,0.220752009604346,0.244253271973485,0.62437889077492,0.47586162926994,0.540588255813438,0.562960411362903,0.610943317298495,26.4514142673155
"16",88,100,300,0.3,2,"close",5,2,2,2,2,2,10,20,"5",0.216909666304756,0.206363976097571,0.218399414385987,0.203843396381138,0.230230285634561,0.47463762603141,0.406147107725114,0.529795142852005,0.456107004262054,0.586937537146749,21.2475268110315
"17",88,100,300,0.3,2,"close",5,2,2,2,2,2,10,21,"5",0.198448704453768,0.181773201015244,0.193162278561312,0.167918585734601,0.207526524530537,0.425587293548097,0.337334105936708,0.422765103368401,0.350238297280733,0.504685724170207,17.2128770320815
"18",88,100,300,0.3,2,"close",5,2,2,2,2,2,10,22,"5",0.195804653913208,0.182616765841061,0.159891498557366,0.15571317090285,0.17775813089321,0.415157127275448,0.353565652078604,0.331318406463272,0.314449724177537,0.409703658164234,13.1428985873688
"19",88,100,300,0.3,2,"close",5,2,2,2,2,2,10,23,"5",0.195651135345424,0.183210121332796,0.157798467432731,0.155212672018836,0.175681759720004,0.419637141813976,0.356184072995451,0.327166785485812,0.302706008255772,0.401339164436373,12.9809271326388
"20",88,100,300,0.3,2,"close",5,2,2,2,2,2,10,24,"5",0.195835780436374,0.187302875717921,0.16021138787307,0.155495815080629,0.179083581304218,0.426589231651824,0.364337804709295,0.333713421415031,0.306457287240567,0.412267163924414,12.7974889349322
"21",88,100,300,0.3,2,"close",5,2,2,2,2,2,10,25,"5",0.197774326602729,0.189795567159184,0.163250796814293,0.151624209343471,0.179371866021063,0.4393583172211,0.362066949824397,0.336417149165168,0.298586957420666,0.410266028699321,12.5976255655459
