"","Number","N","P","corr","method","beta","S1","S21","S22","S23","S24","S25","S3","No_Predictors","VaddMethod","v1_bias","v2_bias","v3_bias","v4_bias","v5_bias","v1_variance","v2_variance","v3_variance","v4_variance","v5_variance","mse"
"1",74,100,100,0.3,1,"close",5,2,2,2,2,2,10,5,"5",0.607777598071097,0.625955132821302,0.628334779479967,0.620162565861681,0.60322609447255,1.9354341150048,1.74262793628678,1.69977309691001,1.69755963446475,2.08094254928802,160.42814402427
"2",74,100,100,0.3,1,"close",5,2,2,2,2,2,10,6,"5",0.607777598071097,0.625955132821302,0.628334779479967,0.620162565861681,0.60322609447255,1.9354341150048,1.74262793628678,1.69977309691001,1.69755963446475,2.08094254928802,160.42814402427
"3",74,100,100,0.3,1,"close",5,2,2,2,2,2,10,7,"5",0.596491947252663,0.536798548833345,0.585787100571162,0.584047899042432,0.575866953702128,1.72126397861675,1.38228700150359,1.65787788052371,1.37520316787781,1.75340231667677,136.446037111996
"4",74,100,100,0.3,1,"close",5,2,2,2,2,2,10,8,"5",0.568493477312221,0.542932338460901,0.551049481008164,0.521469805024231,0.557134380324279,1.55533581555427,1.43491784935141,1.46179999445611,1.14194262705934,1.58246687025996,116.632620930004
"5",74,100,100,0.3,1,"close",5,2,2,2,2,2,10,9,"5",0.513732440358372,0.488861402589112,0.518385557824346,0.489389279605328,0.543919912764372,1.3102868135787,1.27363891800122,1.41835406452049,1.14021051894269,1.60872763530542,99.8308376209998
"6",74,100,100,0.3,1,"close",5,2,2,2,2,2,10,10,"5",0.501643260887984,0.454126539488247,0.46752531998013,0.440410599582547,0.526784037508336,1.21593428041167,1.11301907379689,1.25090054297473,0.864871083710104,1.47268277091896,83.7781134830742
"7",74,100,100,0.3,1,"close",5,2,2,2,2,2,10,11,"5",0.452709871905651,0.440707997561155,0.436405292787847,0.4038315374367,0.481884040507382,0.998125509183681,1.07665822093695,1.0881616758166,0.809951892634682,1.32311473438182,71.8074199488792
"8",74,100,100,0.3,1,"close",5,2,2,2,2,2,10,12,"5",0.406065737342716,0.419342572741813,0.403044338376333,0.383584809356442,0.435720588313692,0.904818327825715,0.89503292117331,1.02860506798311,0.672147350855961,1.0947762794124,61.7618396708063
"9",74,100,100,0.3,1,"close",5,2,2,2,2,2,10,13,"5",0.371349956215742,0.386822666088538,0.380165702372905,0.355456763725427,0.40098340125369,0.87702746233325,0.760701405198564,0.825544129872749,0.642956271616228,0.979339957428613,53.477857864497
"10",74,100,100,0.3,1,"close",5,2,2,2,2,2,10,14,"5",0.363879881400626,0.375836845459323,0.377151538056402,0.335536172962444,0.37548541549091,0.739649830929819,0.807092972280812,0.848238840069516,0.537468125636837,0.930493789171004,45.2811905361092
"11",74,100,100,0.3,1,"close",5,2,2,2,2,2,10,15,"5",0.331975463198286,0.347796495807825,0.345267440026865,0.306724221562065,0.345101376285538,0.685065501774076,0.768695886742261,0.704313126478447,0.526249235768177,0.794840582028269,38.1448767235512
"12",74,100,100,0.3,1,"close",5,2,2,2,2,2,10,16,"5",0.30975600035066,0.322498018664229,0.331643252602687,0.260109555733198,0.32548584914449,0.665276373490307,0.714026849960283,0.681207370959982,0.39365765725343,0.704614637949451,32.7068293669682
"13",74,100,100,0.3,1,"close",5,2,2,2,2,2,10,17,"5",0.275412154974785,0.294744955636342,0.291986422456772,0.259728625871599,0.319693815677351,0.526836466996459,0.591073107429419,0.553492157922439,0.38423154929071,0.673091766844563,28.3999929447933
"14",74,100,100,0.3,1,"close",5,2,2,2,2,2,10,18,"5",0.268164761586004,0.269182414103632,0.278371135432061,0.241164924931071,0.300394199300882,0.516046923402508,0.561500391950493,0.509654399992025,0.41991183797774,0.659083971654335,24.2039515241221
"15",74,100,100,0.3,1,"close",5,2,2,2,2,2,10,19,"5",0.214087683453276,0.242341905920333,0.258028338423958,0.230566186986917,0.271591294203543,0.386599490978188,0.461805800667181,0.47210599478353,0.403164986661347,0.571692981012528,20.2155885823845
"16",74,100,100,0.3,1,"close",5,2,2,2,2,2,10,20,"5",0.207473096949144,0.218443229191446,0.241176723570234,0.216184766378464,0.238407318153301,0.33799594619286,0.425179279921453,0.364395709005558,0.373903893754532,0.471731619687543,16.6111496493525
"17",74,100,100,0.3,1,"close",5,2,2,2,2,2,10,21,"5",0.185777335016396,0.190493971587611,0.219551635343717,0.199710601105027,0.212398268488463,0.29922446463536,0.348705455798317,0.320797163577068,0.32913004097136,0.388072740408996,13.4463706670273
"18",74,100,100,0.3,1,"close",5,2,2,2,2,2,10,22,"5",0.166025905031213,0.176940211784071,0.183477797272108,0.16844422881507,0.181666027975941,0.275278326664639,0.304920130819108,0.247714884077721,0.279568137343114,0.320332690954112,10.6574091533434
"19",74,100,100,0.3,1,"close",5,2,2,2,2,2,10,23,"5",0.164860301515787,0.18097401177357,0.184928311816131,0.172439082457447,0.178359502563522,0.274258465765877,0.312635248818497,0.249948214760984,0.28615097819972,0.32023316039863,10.5320194648062
"20",74,100,100,0.3,1,"close",5,2,2,2,2,2,10,24,"5",0.165237913140365,0.18188313394949,0.189110464411623,0.171813901822179,0.177599133479182,0.270350281554029,0.310086886866917,0.263367791557449,0.284142967284023,0.315395976087309,10.3946714758563
"21",74,100,100,0.3,1,"close",5,2,2,2,2,2,10,25,"5",0.16819286551508,0.183627804412133,0.1924207127112,0.168916836086912,0.177525315024552,0.275754239309807,0.314980291921195,0.272911579720823,0.280107543389562,0.308634934121616,10.2807851074876
"22",74,100,100,0.3,1,"close",5,2,2,2,2,2,10,26,"5",0.170288750296643,0.187848393717629,0.194187036044031,0.170994592410276,0.180192462872718,0.279848570531399,0.324786149334462,0.280999590463877,0.282350797017275,0.312934309534965,10.1326329144642
