"","Number","N","P","corr","method","beta","S1","S21","S22","S23","S24","S25","S3","No_Predictors","VaddMethod","v1_bias_mean","v2_bias_mean","v3_bias_mean","v4_bias_mean","v5_bias_mean","v1_variance","v2_variance","v3_variance","v4_variance","v5_variance","mse"
"1",87,100,200,0.3,2,"close",5,2,2,2,2,2,10,5,"Method4",1.05940721772967,1.14076507359732,1.15790853999227,1.06290353531099,1.10436502621401,1.28157348370955,1.46056379270711,1.38567405836064,1.1944750223087,1.30115790400385,117.227010907352
"2",87,100,200,0.3,2,"close",5,2,2,2,2,2,10,6,"Method4",1.05940721772967,1.14076507359732,1.15790853999227,1.06290353531099,1.10436502621401,1.28157348370955,1.46056379270711,1.38567405836064,1.1944750223087,1.30115790400385,117.227010907352
"3",87,100,200,0.3,2,"close",5,2,2,2,2,2,10,7,"Method4",1.05485804911697,1.07196457212961,1.05506674748481,1.02200925782015,1.1739212658341,1.23002922834544,1.30324427150865,1.3950979989271,1.17874209389886,1.48736077659423,106.468116656224
"4",87,100,200,0.3,2,"close",5,2,2,2,2,2,10,8,"Method4",0.981051478486695,0.970052719311275,1.01809892864754,1.02594673638877,1.15473774526748,1.19713795334877,1.08314754167888,1.34089724518184,1.19857214021561,1.568262417418,97.0278717228342
"5",87,100,200,0.3,2,"close",5,2,2,2,2,2,10,9,"Method4",0.9645388300179,0.904980064449421,0.955635911265447,1.02118128874034,1.10833465287795,1.10700159353218,0.937475326750714,1.27262349577912,1.31188778539033,1.46785110808893,86.9995621736751
"6",87,100,200,0.3,2,"close",5,2,2,2,2,2,10,10,"Method4",0.931590687574137,0.901480991464281,0.917105034812906,1.0095146271812,1.04885653184891,1.04980752376965,1.09083719748493,1.19007073463745,1.3188521389196,1.30305846728516,78.3051851238957
"7",87,100,200,0.3,2,"close",5,2,2,2,2,2,10,11,"Method4",0.860917007661271,0.856703490009707,0.861511099964342,0.97705997793472,1.03000546164471,0.978099366636566,0.987374341637825,1.07399643524438,1.24623154954181,1.22268651478888,70.1520235431973
"8",87,100,200,0.3,2,"close",5,2,2,2,2,2,10,12,"Method4",0.80582902131051,0.832690641816532,0.811036298401301,0.933204442007244,0.953622496931805,0.843348600995844,0.917554825170292,0.956070138779874,1.13267210502479,1.08371819751671,62.3022318873331
"9",87,100,200,0.3,2,"close",5,2,2,2,2,2,10,13,"Method4",0.747396355454678,0.824970358435166,0.772396013490566,0.905534326901916,0.869429981291008,0.794962689429033,0.869112678040119,0.839771912803483,1.04540086735832,0.923777220972387,55.6093760781685
"10",87,100,200,0.3,2,"close",5,2,2,2,2,2,10,14,"Method4",0.72869943055115,0.774043792007042,0.759226592829305,0.743388699181018,0.820629244788387,0.787450833718567,0.788492112795284,0.815253406980742,0.835616248919996,0.854318471400841,49.2253733352306
"11",87,100,200,0.3,2,"close",5,2,2,2,2,2,10,15,"Method4",0.70005391852023,0.748466192732919,0.723011824881882,0.704238574872653,0.784873884383221,0.707571128413485,0.732964723445221,0.735100915885868,0.735886882597476,0.751594166848419,43.9116775226319
"12",87,100,200,0.3,2,"close",5,2,2,2,2,2,10,16,"Method4",0.659391406924893,0.710745588454253,0.695515546095047,0.699100836953466,0.734109372707996,0.648193037075418,0.703070673471273,0.680910741327884,0.704941446909427,0.688215558818035,38.785865098837
"13",87,100,200,0.3,2,"close",5,2,2,2,2,2,10,17,"Method4",0.673453197482989,0.602133680398114,0.608398250158656,0.631225981177167,0.673991720138569,0.643590791316579,0.463687693509786,0.582305149962542,0.587825860205983,0.571629782093388,33.266734687215
"14",87,100,200,0.3,2,"close",5,2,2,2,2,2,10,18,"Method4",0.633608106530211,0.550732260171554,0.578523032668565,0.569356591506167,0.610831505231845,0.590016161542117,0.435188906487691,0.543930490705399,0.495811702103169,0.492879311572723,28.2082793321495
"15",87,100,200,0.3,2,"close",5,2,2,2,2,2,10,19,"Method4",0.626054538006062,0.524825028771748,0.496730666154428,0.524391921974832,0.57385529981776,0.585973355237113,0.421109129471698,0.422519416771433,0.429841520559877,0.441199632638634,23.7349037270877
"16",87,100,200,0.3,2,"close",5,2,2,2,2,2,10,20,"Method4",0.58313425764182,0.486065480430291,0.465216343930575,0.497503060082805,0.541648747195067,0.508377291130095,0.39290669694335,0.393233229126056,0.425605529630329,0.417321200573203,19.4428433192265
