Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,cv.lambda,VselecMethod
82,100,100,0.7,1,close,5,2,2,2,2,2,10,5,10,10,24,0.07098472391887985,Lasso
82,100,100,0.7,1,close,5,2,2,2,2,2,10,5,10,10,12,0.11482699699126034,Lasso
82,100,100,0.7,1,close,5,2,2,2,2,2,10,5,10,10,10,0.12441054484015628,Lasso
82,100,100,0.7,1,close,5,2,2,2,2,2,10,5,10,10,19,0.097817742856318,Lasso
82,100,100,0.7,1,close,5,2,2,2,2,2,10,5,10,10,29,0.07690916256172821,Lasso
82,100,100,0.7,1,close,5,2,2,2,2,2,10,5,10,10,24,0.07098472391887985,Lasso
82,100,100,0.7,1,close,5,2,2,2,2,2,10,5,10,10,13,0.10598168551525448,Lasso
82,100,100,0.7,1,close,5,2,2,2,2,2,10,5,10,10,18,0.08332805932591805,Lasso
82,100,100,0.7,1,close,5,2,2,2,2,2,10,5,10,10,18,0.06551665447917689,Lasso
82,100,100,0.7,1,close,5,2,2,2,2,2,10,5,10,10,30,0.05581171178009766,Lasso
82,100,100,0.7,1,close,5,2,2,2,2,2,10,5,10,10,24,0.07098472391887985,Lasso
82,100,100,0.7,1,close,5,2,2,2,2,2,10,5,10,10,20,0.097817742856318,Lasso
82,100,100,0.7,1,close,5,2,2,2,2,2,10,5,10,10,9,0.10598168551525448,Lasso
82,100,100,0.7,1,close,5,2,2,2,2,2,10,5,10,10,14,0.11482699699126034,Lasso
82,100,100,0.7,1,close,5,2,2,2,2,2,10,5,10,10,24,0.06551665447917689,Lasso
82,100,100,0.7,1,close,5,2,2,2,2,2,10,5,10,10,19,0.0769091625617282,Lasso
82,100,100,0.7,1,close,5,2,2,2,2,2,10,5,10,10,19,0.097817742856318,Lasso
82,100,100,0.7,1,close,5,2,2,2,2,2,10,5,10,10,9,0.10598168551525448,Lasso
82,100,100,0.7,1,close,5,2,2,2,2,2,10,5,10,10,10,0.12441054484015626,Lasso
82,100,100,0.7,1,close,5,2,2,2,2,2,10,5,10,10,15,0.12441054484015628,Lasso
82,100,100,0.7,1,close,5,2,2,2,2,2,10,5,10,10,10,0.11482699699126035,Lasso
