Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,cv.lambda,VselecMethod
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,17,19,2,0.040501639441524254,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,15,15,1,0.05151244429388444,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,18,17,4,0.02132883446929541,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,20,18,4,0.023108955094702267,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,18,17,4,0.023108955094702267,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,16,18,1,0.04754435641726351,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,17,16,1,0.05581171178009765,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,19,20,5,0.011232117664654304,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,15,17,1,0.04388193684298045,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,18,19,2,0.021328834469295406,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,17,11,2,0.03738173188026989,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,19,17,2,0.05581171178009765,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,18,18,2,0.03738173188026989,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,19,16,2,0.040501639441524254,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,16,18,3,0.04388193684298046,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,18,19,3,0.03738173188026989,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,18,17,2,0.019685839448573526,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,14,15,5,0.04754435641726351,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,20,20,4,0.01816940702282152,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,16,17,3,0.03450215590373633,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,14,18,3,0.06046979937611887,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,18,13,2,0.05581171178009765,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,17,18,2,0.051512444293884435,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,18,16,4,0.040501639441524254,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,16,17,1,0.04388193684298047,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,17,18,3,0.03738173188026989,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,16,15,0,0.051512444293884435,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,20,20,4,0.00956831081750475,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,17,15,2,0.03738173188026989,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,12,15,4,0.040501639441524254,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,18,18,5,0.01816940702282152,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,15,20,4,0.03450215590373633,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,18,19,2,0.03450215590373633,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,18,17,3,0.04754435641726351,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,17,19,5,0.023108955094702267,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,19,18,5,0.023108955094702267,Lasso
65,100,50,0.5,3,wide,5,4,4,4,4,4,20,5,17,18,3,0.04388193684298045,Lasso
