Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,cv.lambda,VselecMethod
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,9,9,11,0.05151244429388444,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,6,8,4,0.10598168551525447,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,7,6,12,0.05581171178009765,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,9,9,11,0.097817742856318,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,8,7,5,0.08332805932591807,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,9,9,19,0.025037645931273767,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,6,8,11,0.06551665447917689,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,10,6,8,0.0769091625617282,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,9,9,10,0.07098472391887985,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,7,8,16,0.05151244429388444,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,10,9,13,0.04388193684298046,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,7,9,13,0.04754435641726351,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,7,8,4,0.10598168551525448,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,10,10,8,0.06551665447917689,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,9,7,13,0.05581171178009765,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,7,8,10,0.0769091625617282,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,8,10,20,0.02132883446929541,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,7,6,9,0.06551665447917689,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,8,8,15,0.05581171178009765,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,6,6,4,0.10598168551525448,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,8,6,5,0.10598168551525448,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,7,7,7,0.09028268205951054,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,10,8,8,0.05151244429388444,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,9,7,11,0.06046979937611887,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,8,7,6,0.09028268205951054,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,8,9,18,0.03450215590373633,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,7,8,11,0.04754435641726351,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,6,6,0,0.097817742856318,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,7,10,10,0.06046979937611887,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,10,9,11,0.040501639441524254,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,8,7,10,0.06551665447917689,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,9,10,10,0.06551665447917689,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,8,7,10,0.07098472391887985,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,8,8,12,0.0769091625617282,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,9,10,8,0.07098472391887985,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,7,8,12,0.08332805932591805,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,7,10,8,0.07098472391887985,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,10,7,10,0.07098472391887985,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,8,9,8,0.07098472391887985,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,9,9,13,0.03450215590373633,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,9,6,9,0.09028268205951052,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,10,8,8,0.05581171178009765,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,8,6,12,0.07098472391887985,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,9,9,22,0.016769787868247475,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,4,10,10,0.0769091625617282,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,9,7,9,0.09028268205951054,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,8,10,17,0.040501639441524254,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,8,9,17,0.03738173188026989,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,9,8,7,0.055811711780097646,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,7,8,11,0.06046979937611887,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,8,9,16,0.04388193684298046,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,7,8,11,0.07098472391887985,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,10,10,14,0.04754435641726351,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,9,7,19,0.06046979937611887,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,7,9,6,0.07690916256172818,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,9,8,5,0.0769091625617282,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,9,10,13,0.05581171178009765,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,8,7,17,0.03738173188026989,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,7,10,11,0.05151244429388444,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,9,9,16,0.03738173188026989,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,9,10,13,0.04388193684298046,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,8,7,9,0.06046979937611887,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,7,8,10,0.08332805932591805,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,9,8,6,0.09028268205951055,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,7,10,17,0.03738173188026989,Lasso
125,100,50,0.5,2,wide,5,2,2,2,2,2,10,5,10,7,10,0.07098472391887985,Lasso
