Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,cv.lambda,VselecMethod
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,25,0.04388193684298046,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,29,0.03450215590373633,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,47,0.01318523923803091,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,23,0.05151244429388444,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,19,0.06551665447917689,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,19,0.05581171178009765,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,22,0.04388193684298046,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,23,0.05151244429388444,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,38,0.02132883446929541,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,17,0.06046979937611887,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,32,0.023108955094702267,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,26,0.029391372260977485,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,28,0.040501639441524254,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,28,0.029391372260977485,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,7,0.09028268205951054,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,18,0.040501639441524254,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,24,0.05581171178009765,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,27,0.040501639441524254,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,21,0.055811711780097646,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,18,0.06551665447917689,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,22,0.04050163944152425,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,24,0.040501639441524254,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,23,0.04754435641726351,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,23,0.04388193684298045,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,26,0.027127306760985605,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,15,0.07098472391887985,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,39,0.019685839448573526,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,23,0.05581171178009766,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,18,0.06551665447917689,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,12,0.0769091625617282,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,45,0.014285689258041684,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,18,0.04754435641726351,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,8,0.097817742856318,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,30,0.040501639441524254,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,15,0.07098472391887985,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,22,0.04754435641726351,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,48,0.010366889261210325,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,19,0.05581171178009766,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,12,0.06046979937611887,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,23,0.05151244429388444,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,13,0.06046979937611886,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,24,0.040501639441524254,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,24,0.03184439837668466,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,19,0.06046979937611887,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,14,0.09028268205951052,Lasso
10,100,100,0.7,1,close,5,4,4,4,4,4,20,5,20,20,23,0.04754435641726351,Lasso
