Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,cv.lambda,VselecMethod
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622306e-17,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,62,0.025037645931273767,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,19,20,42,0.12441054484015626,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,94,8.132844511618516e-14,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,19,20,62,0.04754435641726351,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,105,1.2868834512511345e-14,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,90,3.3674211490178245e-14,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,82,0.0022604658271317864,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,18,20,40,0.18574755961717593,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,146,4.18942699855571e-15,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,118,9.338701122660063e-15,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,56,0.015477983667424536,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,254,5.523859724622305e-17,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,99,5.027630587398852e-14,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,113,1.1877527132026626e-14,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,85,0.002449126011432874,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,100,1.510656020779084e-14,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,19,33,0.3004707673959491,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,130,4.18942699855571e-15,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,113,9.338701122660063e-15,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,254,5.523859724622305e-17,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,51,0.05151244429388444,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,254,5.523859724622305e-17,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,99,3.6484686600961913e-14,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,47,0.04388193684298046,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,101,1.3942877155284315e-14,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,93,3.952972608604827e-14,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,78,0.005459375671276526,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,94,7.506358190665035e-14,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,43,0.04754435641726351,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,60,0.01816940702282152,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,19,20,199,1.879415386111882e-15,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,237,4.810593213582624e-16,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,222,9.134906650283707e-16,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,0.040501639441524254,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,84,3.0469710146456254e-4,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,36,0.06551665447917689,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,49,0.03738173188026989,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,66,0.00956831081750475,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,78,0.0016403827974512334,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,104,1.2868834512511345e-14,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,109,1.7733397775046384e-14,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,255,5.5238597246223045e-17,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,71,0.019685839448573526,Lasso
4,100,300,0.3,1,close,5,4,4,4,4,4,20,5,20,20,145,4.917914759747401e-15,Lasso
