Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,cv.lambda,VselecMethod
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,4,0.019685839448573526,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,4,0.016769787868247475,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,5,0.005038831029839593,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,5,0.0064086912606503635,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,5,7.182316827580545e-16,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,5,0.0036565966365880664,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,2,0.023108955094702267,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,5,0.014285689258041686,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,4,0.00883124817807592,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,4,0.00956831081750475,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,3,0.014285689258041684,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,5,0.014285689258041684,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,3,0.025037645931273767,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,2,0.03738173188026989,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,5,0.0271273067609856,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,5,0.0019256243810913257,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,5,0.006943565471023718,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,5,0.001777290384010133,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,5,5.785938355028604e-4,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,3,0.02132883446929541,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,5,0.027127306760985605,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,5,5.523859724622305e-17,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,2,0.025037645931273767,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,5,0.01318523923803091,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,5,0.01816940702282152,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,4,0.00956831081750475,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,5,0.010366889261210325,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,5,0.005459375671276526,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,3,0.019685839448573526,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,5,0.0033749230141802756,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,4,0.010366889261210325,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,5,0.013185239238030909,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,3,0.00956831081750475,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,4,0.02132883446929541,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,5,0.007523080686757892,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,5,0.0012897503412847425,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,5,0.016769787868247475,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,3,0.029391372260977485,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,4,0.006943565471023718,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,2,0.025037645931273767,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,4,0.00883124817807592,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,0,0.07098472391887985,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,3,0.01318523923803091,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,3,0.02132883446929541,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,4,0.00752308068675789,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,5,0.004292432014143849,Lasso
25,100,50,0.3,3,close,5,4,4,4,4,4,20,5,20,20,4,0.014285689258041684,Lasso
