Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,cv.lambda,VselecMethod
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,5,8,8,29,0.047544356417263504,Lasso
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,5,6,6,20,0.09028268205951054,Lasso
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,5,7,4,10,0.1460439470477822,Lasso
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,5,8,10,14,0.12441054484015628,Lasso
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,5,7,7,11,0.1460439470477822,Lasso
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,5,8,7,28,0.06551665447917689,Lasso
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,5,8,9,14,0.10598168551525448,Lasso
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,5,9,6,22,0.07098472391887985,Lasso
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,5,7,9,18,0.0769091625617282,Lasso
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,5,6,8,26,0.06551665447917689,Lasso
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,5,8,8,23,0.0769091625617282,Lasso
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,5,5,7,6,0.1460439470477822,Lasso
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,5,10,7,9,0.10598168551525448,Lasso
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,5,9,8,11,0.12441054484015628,Lasso
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,5,7,9,28,0.06046979937611887,Lasso
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,5,5,8,15,0.08332805932591805,Lasso
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,5,7,9,17,0.11482699699126034,Lasso
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,5,8,6,10,0.11482699699126034,Lasso
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,5,9,10,10,0.12441054484015628,Lasso
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,5,7,5,8,0.2012501911589757,Lasso
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,5,6,7,5,0.1460439470477822,Lasso
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,5,9,7,10,0.11482699699126034,Lasso
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,5,10,9,11,0.12441054484015628,Lasso
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,5,10,7,13,0.10598168551525448,Lasso
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,5,10,7,9,0.1460439470477822,Lasso
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,5,6,9,6,0.1582328851132841,Lasso
