Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,cv.lambda,VselecMethod
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,8,33,0.04754435641726351,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,7,6,16,0.10598168551525448,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,4,21,0.09028268205951054,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,9,13,0.12441054484015628,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,8,48,0.01816940702282152,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,9,28,0.06046979937611887,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,7,8,17,0.097817742856318,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,6,19,0.0769091625617282,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,7,9,17,0.08332805932591805,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,6,9,24,0.07098472391887985,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,8,22,0.0769091625617282,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,7,8,26,0.06551665447917689,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,10,8,12,0.10598168551525448,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,9,8,14,0.11482699699126034,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,7,9,26,0.06551665447917689,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,5,8,23,0.07098472391887985,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,7,8,17,0.11482699699126034,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,6,10,0.11482699699126034,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,10,13,0.12441054484015628,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,7,16,0.13479394282689977,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,6,7,5,0.1460439470477822,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,10,7,9,0.11482699699126032,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,10,7,16,0.09781774285631802,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,9,6,12,0.10598168551525447,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,9,8,9,0.1460439470477822,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,9,11,0.13479394282689977,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,7,7,35,0.05581171178009765,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,10,8,41,0.04388193684298046,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,6,10,13,0.13479394282689977,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,6,7,22,0.08332805932591805,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,7,11,0.13479394282689977,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,10,8,22,0.0769091625617282,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,7,9,28,0.05151244429388444,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,10,9,18,0.08332805932591805,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,9,9,20,0.08332805932591807,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,6,6,10,0.10598168551525448,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,10,8,0.1460439470477822,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,9,10,0.11482699699126034,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,6,9,15,0.09781774285631802,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,7,7,18,0.08332805932591805,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,8,35,0.040501639441524254,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,9,9,12,0.13479394282689977,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,6,26,0.06046979937611887,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,5,5,16,0.11482699699126034,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,5,9,10,0.12441054484015628,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,9,8,0.1460439470477822,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,10,9,14,0.097817742856318,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,7,10,27,0.06046979937611887,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,5,8,0.11482699699126034,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,7,9,20,0.08332805932591805,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,7,37,0.05151244429388444,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,7,6,16,0.10598168551525448,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,7,9,8,0.12441054484015628,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,6,8,11,0.13479394282689977,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,6,9,10,0.13479394282689977,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,6,9,17,0.09028268205951054,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,9,7,9,0.1460439470477822,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,7,7,11,0.13479394282689977,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,7,9,23,0.0769091625617282,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,7,9,18,0.08332805932591805,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,6,7,15,0.097817742856318,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,8,19,0.09781774285631799,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,9,25,0.06551665447917689,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,9,6,21,0.09028268205951054,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,7,8,14,0.11482699699126034,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,9,8,24,0.0769091625617282,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,9,7,26,0.07098472391887985,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,8,17,0.07098472391887985,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,5,28,0.06046979937611887,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,6,7,15,0.11482699699126035,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,9,10,11,0.09781774285631799,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,10,9,9,0.12441054484015628,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,9,18,0.08332805932591805,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,6,6,0.12441054484015628,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,6,22,0.07098472391887985,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,8,12,0.097817742856318,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,7,7,17,0.10598168551525448,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,7,6,15,0.097817742856318,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,6,7,15,0.09028268205951054,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,6,18,0.09781774285631799,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,9,5,12,0.10598168551525448,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,4,7,22,0.08332805932591805,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,8,13,0.11482699699126034,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,7,8,0.10598168551525448,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,7,14,0.09028268205951054,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,6,8,24,0.09028268205951054,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,7,7,9,0.12441054484015626,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,9,28,0.06046979937611887,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,7,4,20,0.0769091625617282,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,9,8,20,0.07098472391887985,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,7,8,16,0.097817742856318,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,5,9,0.13479394282689977,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,9,20,0.0769091625617282,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,7,10,20,0.07098472391887985,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,9,7,9,0.097817742856318,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,8,17,0.097817742856318,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,7,7,15,0.10598168551525448,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,7,8,12,0.11482699699126034,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,9,5,22,0.08332805932591805,Lasso
130,100,100,0.7,2,wide,5,2,2,2,2,2,10,5,8,8,13,0.13479394282689977,Lasso
