Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,cv.lambda,VselecMethod
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,18,15,42,0.04754435641726351,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,13,13,13,0.18574755961717593,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,13,16,29,0.09781774285631799,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,18,18,37,0.05581171178009766,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,9,16,28,0.097817742856318,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,18,18,115,6.7769414995261594e-15,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,14,19,52,0.04388193684298046,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,13,18,33,0.09028268205951054,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,10,17,41,0.0769091625617282,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,15,15,43,0.07098472391887985,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,15,14,85,0.003374923014180275,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,11,18,29,0.10598168551525447,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,13,14,34,0.07098472391887985,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,15,18,69,0.016769787868247475,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,17,17,30,0.0769091625617282,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,15,14,49,0.03738173188026989,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,19,16,53,0.03738173188026989,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,11,16,45,0.06551665447917689,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,19,19,41,0.06046979937611887,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,16,15,81,0.012169558683788826,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,14,15,55,0.05581171178009765,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,17,14,11,0.1582328851132841,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,20,20,255,5.5238597246223045e-17,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,16,15,101,1.9100965054405476e-7,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,13,17,25,0.097817742856318,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,19,15,42,0.06046979937611887,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,13,17,25,0.11482699699126034,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,17,14,71,0.015477983667424538,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,18,17,20,0.097817742856318,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,20,20,255,5.5238597246223045e-17,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,13,17,25,0.12441054484015628,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,20,19,35,0.07098472391887985,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,13,15,24,0.1460439470477822,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,18,17,24,0.11482699699126034,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,17,15,35,0.08332805932591805,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,8,15,41,0.0769091625617282,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,15,14,31,0.09028268205951054,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,14,16,20,0.097817742856318,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,14,15,24,0.12441054484015628,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,16,15,31,0.10598168551525448,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,19,17,34,0.0769091625617282,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,16,15,31,0.09028268205951054,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,13,19,39,0.06046979937611887,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,12,18,32,0.0769091625617282,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,14,14,14,0.1460439470477822,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,17,19,58,0.015477983667424536,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,13,18,34,0.0769091625617282,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,19,16,42,0.04388193684298046,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,16,15,39,0.0769091625617282,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,20,20,253,5.523859724622305e-17,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,13,16,61,0.03450215590373633,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,15,16,42,0.0769091625617282,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,17,16,32,0.06551665447917689,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,17,15,15,0.1460439470477822,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,13,20,31,0.06551665447917689,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,16,18,93,7.973087714498592e-4,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,18,15,23,0.10598168551525448,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,10,14,34,0.097817742856318,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,16,15,27,0.09028268205951054,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,14,15,31,0.1059816855152545,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,16,14,45,0.03450215590373633,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,16,17,24,0.11482699699126034,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,14,17,42,0.07098472391887985,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,14,18,30,0.12441054484015628,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,14,14,29,0.097817742856318,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,17,15,30,0.08332805932591805,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,15,17,25,0.11482699699126035,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,15,19,41,0.05151244429388445,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,16,17,38,0.051512444293884435,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,17,15,23,0.0769091625617282,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,16,16,65,0.014285689258041684,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,15,15,13,0.1582328851132841,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,14,19,25,0.12441054484015628,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,16,16,47,0.040501639441524254,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,16,13,32,0.06551665447917689,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,16,17,29,0.10598168551525448,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,10,17,29,0.11482699699126034,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,20,16,101,1.510656020779084e-14,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,14,18,29,0.10598168551525448,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,13,19,24,0.11482699699126035,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,17,16,36,0.097817742856318,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,14,16,20,0.1059816855152545,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,14,17,31,0.06046979937611887,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,18,18,57,0.023108955094702267,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,13,15,50,0.04388193684298046,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,15,19,35,0.0769091625617282,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,9,17,46,0.055811711780097646,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,13,14,27,0.097817742856318,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,11,17,17,0.13479394282689977,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,14,16,37,0.07098472391887985,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,14,17,30,0.10598168551525448,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,13,15,68,0.02132883446929541,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,16,14,33,0.0769091625617282,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,16,15,24,0.097817742856318,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,18,13,69,0.016769787868247475,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,16,19,27,0.08332805932591805,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,14,14,32,0.11482699699126034,Lasso
44,100,300,0.5,1,wide,5,4,4,4,4,4,20,5,15,18,31,0.0769091625617282,Lasso
