Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,cv.lambda,VselecMethod
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,18,17,2,0.03738173188026989,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,14,17,2,0.04754435641726351,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,18,14,0,0.03184439837668466,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,17,16,3,0.029391372260977485,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,19,14,2,0.04754435641726351,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,17,17,3,0.03184439837668466,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,15,16,1,0.07098472391887985,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,17,16,4,0.025037645931273767,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,15,18,4,0.025037645931273767,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,18,12,4,0.04050163944152425,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,16,13,3,0.027127306760985605,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,17,15,1,0.04754435641726351,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,18,16,1,0.05581171178009765,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,18,18,2,0.05151244429388444,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,17,16,4,0.04754435641726351,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,17,16,2,0.05581171178009766,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,19,18,5,0.010366889261210325,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,14,15,3,0.06046979937611887,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,19,16,2,0.05151244429388444,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,15,14,2,0.047544356417263504,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,15,17,1,0.05581171178009765,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,19,14,3,0.05151244429388445,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,15,13,1,0.05151244429388444,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,15,15,0,0.06046979937611887,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,17,16,3,0.03738173188026989,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,19,16,1,0.05151244429388444,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,16,15,2,0.04050163944152426,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,19,15,4,0.03184439837668466,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,16,16,0,0.06046979937611887,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,14,18,5,0.02132883446929541,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,17,14,5,0.027127306760985605,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,17,17,2,0.04754435641726351,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,16,17,2,0.03450215590373633,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,18,16,4,0.029391372260977485,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,16,17,3,0.04754435641726351,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,14,16,2,0.03738173188026989,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,18,14,1,0.097817742856318,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,16,16,3,0.05581171178009765,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,17,16,3,0.05151244429388444,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,15,14,0,0.0769091625617282,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,18,15,4,0.040501639441524254,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,13,16,0,0.097817742856318,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,13,16,1,0.05581171178009765,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,15,17,5,0.023108955094702267,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,15,16,1,0.04388193684298047,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,17,17,0,0.0769091625617282,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,16,16,2,0.03738173188026989,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,18,17,3,0.023108955094702267,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,16,18,2,0.029391372260977485,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,13,14,4,0.04754435641726351,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,16,17,5,0.029391372260977485,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,17,17,2,0.040501639441524254,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,16,15,4,0.040501639441524254,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,18,14,1,0.04388193684298046,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,13,17,2,0.05151244429388444,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,16,15,5,0.02503764593127377,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,16,18,1,0.04754435641726351,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,16,16,4,0.02939137226097748,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,19,15,5,0.025037645931273767,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,17,19,5,0.029391372260977485,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,18,15,2,0.04388193684298046,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,11,16,2,0.06551665447917689,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,16,16,5,0.025037645931273764,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,18,17,5,0.00883124817807592,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,15,13,2,0.08332805932591805,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,14,15,1,0.05151244429388444,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,13,15,1,0.07098472391887985,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,16,16,4,0.03184439837668466,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,12,13,3,0.03738173188026989,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,16,18,2,0.04754435641726351,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,16,15,4,0.04050163944152426,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,18,20,4,0.006943565471023718,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,16,14,1,0.03450215590373633,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,17,16,2,0.05581171178009765,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,16,17,3,0.03184439837668466,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,13,16,2,0.06551665447917689,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,20,19,5,0.008150962679858665,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,18,14,4,0.027127306760985605,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,13,14,3,0.04388193684298046,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,15,15,2,0.03184439837668466,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,15,17,3,0.02939137226097749,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,12,20,2,0.04754435641726351,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,19,14,4,0.03738173188026989,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,17,16,5,0.03450215590373633,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,14,15,4,0.04754435641726351,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,15,17,3,0.05581171178009766,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,18,15,5,0.023108955094702267,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,17,16,2,0.04050163944152426,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,15,16,3,0.06551665447917689,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,20,19,5,0.011232117664654304,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,15,15,5,0.0271273067609856,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,17,15,3,0.03450215590373633,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,18,17,1,0.04388193684298045,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,18,13,2,0.08332805932591805,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,19,13,3,0.06046979937611887,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,13,15,4,0.05151244429388445,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,18,14,4,0.04388193684298045,Lasso
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,15,14,1,0.097817742856318,Lasso
