Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,cv.lambda,VselecMethod
6,100,100,0.5,1,close,5,4,4,4,4,4,20,5,20,20,26,0.04050163944152426,Lasso
6,100,100,0.5,1,close,5,4,4,4,4,4,20,5,20,20,35,0.025037645931273767,Lasso
6,100,100,0.5,1,close,5,4,4,4,4,4,20,5,20,20,42,0.014285689258041684,Lasso
6,100,100,0.5,1,close,5,4,4,4,4,4,20,5,20,20,26,0.040501639441524254,Lasso
6,100,100,0.5,1,close,5,4,4,4,4,4,20,5,20,20,21,0.06046979937611887,Lasso
6,100,100,0.5,1,close,5,4,4,4,4,4,20,5,20,20,20,0.05581171178009765,Lasso
6,100,100,0.5,1,close,5,4,4,4,4,4,20,5,20,20,26,0.03450215590373633,Lasso
6,100,100,0.5,1,close,5,4,4,4,4,4,20,5,20,20,26,0.04388193684298046,Lasso
6,100,100,0.5,1,close,5,4,4,4,4,4,20,5,20,20,36,0.02132883446929541,Lasso
6,100,100,0.5,1,close,5,4,4,4,4,4,20,5,20,20,17,0.06046979937611887,Lasso
6,100,100,0.5,1,close,5,4,4,4,4,4,20,5,20,20,34,0.023108955094702267,Lasso
6,100,100,0.5,1,close,5,4,4,4,4,4,20,5,20,20,28,0.027127306760985605,Lasso
6,100,100,0.5,1,close,5,4,4,4,4,4,20,5,20,20,24,0.04754435641726351,Lasso
6,100,100,0.5,1,close,5,4,4,4,4,4,20,5,20,20,28,0.03184439837668466,Lasso
6,100,100,0.5,1,close,5,4,4,4,4,4,20,5,20,20,6,0.09028268205951054,Lasso
6,100,100,0.5,1,close,5,4,4,4,4,4,20,5,20,20,17,0.040501639441524254,Lasso
6,100,100,0.5,1,close,5,4,4,4,4,4,20,5,20,20,28,0.05151244429388444,Lasso
6,100,100,0.5,1,close,5,4,4,4,4,4,20,5,20,20,29,0.03738173188026989,Lasso
6,100,100,0.5,1,close,5,4,4,4,4,4,20,5,20,20,23,0.05151244429388444,Lasso
6,100,100,0.5,1,close,5,4,4,4,4,4,20,5,20,20,55,4.928870779732855e-4,Lasso
6,100,100,0.5,1,close,5,4,4,4,4,4,20,5,20,20,20,0.04388193684298046,Lasso
6,100,100,0.5,1,close,5,4,4,4,4,4,20,5,20,20,25,0.03738173188026989,Lasso
6,100,100,0.5,1,close,5,4,4,4,4,4,20,5,20,20,23,0.04754435641726351,Lasso
6,100,100,0.5,1,close,5,4,4,4,4,4,20,5,20,20,23,0.04754435641726351,Lasso
6,100,100,0.5,1,close,5,4,4,4,4,4,20,5,20,20,26,0.027127306760985605,Lasso
6,100,100,0.5,1,close,5,4,4,4,4,4,20,5,20,20,15,0.0769091625617282,Lasso
6,100,100,0.5,1,close,5,4,4,4,4,4,20,5,20,20,39,0.019685839448573526,Lasso
6,100,100,0.5,1,close,5,4,4,4,4,4,20,5,20,20,25,0.04754435641726351,Lasso
