Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,cv.lambda,VselecMethod
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,15,18,50,0.019685839448573526,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,13,17,22,0.11482699699126034,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,12,17,36,0.051512444293884435,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,15,15,32,0.05151244429388444,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,14,15,33,0.06046979937611887,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,14,18,43,0.029391372260977485,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,12,16,33,0.06551665447917689,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,11,17,35,0.06551665447917689,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,11,18,45,0.040501639441524254,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,19,20,141,7.182316827580545e-16,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,12,12,21,0.1460439470477822,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,13,20,32,0.06551665447917689,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,12,16,37,0.06046979937611886,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,14,16,30,0.07098472391887985,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,16,17,27,0.08332805932591805,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,13,16,32,0.07098472391887985,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,15,19,34,0.07098472391887985,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,13,15,48,0.03738173188026989,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,11,18,35,0.07098472391887985,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,11,18,53,0.027127306760985605,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,13,19,36,0.040501639441524254,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,13,17,35,0.0769091625617282,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,12,17,47,0.03738173188026989,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,15,14,25,0.07098472391887985,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,12,16,22,0.10598168551525447,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,14,17,27,0.0769091625617282,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,15,15,33,0.051512444293884435,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,14,17,59,0.019685839448573526,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,14,17,39,0.05581171178009765,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,10,16,33,0.09028268205951054,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,8,16,40,0.07098472391887985,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,16,18,35,0.04388193684298046,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,14,17,71,0.010366889261210325,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,14,17,31,0.06551665447917689,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,13,16,43,0.03738173188026989,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,9,18,31,0.097817742856318,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,11,17,30,0.0769091625617282,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,14,18,29,0.05151244429388444,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,12,15,43,0.04388193684298045,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,10,18,47,0.04754435641726351,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,14,17,38,0.04388193684298046,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,16,17,39,0.03738173188026989,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,14,17,63,0.014285689258041684,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,18,17,119,3.0401981295724768e-15,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,9,16,23,0.09781774285631802,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,14,16,32,0.08332805932591805,Lasso
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,13,14,50,0.03738173188026989,Lasso
