Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,cv.lambda,VselecMethod
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,130,6.25490260633328e-15,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,57,0.029391372260977485,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,63,0.02132883446929541,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,61,0.019685839448573526,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,64,0.04388193684298046,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,101,3.6484686600961913e-14,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,51,0.03738173188026989,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,56,0.04754435641726351,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,72,0.008150962679858665,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,50,0.03738173188026989,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,103,2.4436820315179472e-14,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,54,0.03450215590373633,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,66,0.014285689258041684,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,101,2.4436820315179472e-14,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,88,2.3956797840906068e-4,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,97,3.1080231876114186e-14,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,51,0.040501639441524254,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,96,1.3749480971163633e-11,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,100,3.1080231876114186e-14,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,70,0.012169558683788826,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,255,5.5238597246223045e-17,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,37,0.07098472391887986,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,67,0.012169558683788826,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,36,0.06551665447917689,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,129,8.619325693748151e-15,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,79,0.0033749230141802756,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,50,0.040501639441524254,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,59,0.03450215590373633,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,34,0.07098472391887985,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,45,0.047544356417263504,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,19,68,0.03738173188026989,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,38,0.06046979937611887,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,93,6.394445857865423e-14,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,99,6.394445857865423e-14,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,52,0.023108955094702267,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,34,0.0769091625617282,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,60,0.023108955094702264,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,28,0.09028268205951054,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,88,1.7244863550367095e-8,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,65,0.012169558683788826,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,218,1.3638607722528277e-15,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,38,0.05581171178009765,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,50,0.03738173188026989,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,43,0.04388193684298046,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,249,4.810593213582624e-16,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,42,0.06046979937611887,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,98,2.4436820315179472e-14,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,94,0.0010140657079729964,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,61,0.014285689258041684,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,45,0.03450215590373633,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,76,0.006408691260650363,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,105,1.921344053984671e-14,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,52,0.05151244429388444,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,71,0.010366889261210325,Lasso
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,20,20,87,4.1987601098775033e-4,Lasso
