Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,cv.lambda,VselecMethod
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,6,8,53,0.05151244429388444,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,7,10,24,0.1582328851132841,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,8,5,25,0.1582328851132841,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,6,10,31,0.12441054484015629,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,6,9,35,0.10598168551525448,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,6,9,23,0.18574755961717593,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,4,7,25,0.13479394282689977,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,8,6,48,0.07098472391887985,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,6,8,12,0.18574755961717593,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,8,9,47,0.06046979937611887,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,8,10,22,0.11482699699126034,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,3,6,33,0.11482699699126034,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,10,10,274,5.523859724622305e-17,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,9,9,35,0.13479394282689977,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,8,8,52,0.05581171178009765,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,6,9,18,0.1582328851132841,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,7,10,43,0.06046979937611887,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,7,4,38,0.11482699699126034,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,9,9,13,0.2012501911589757,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,8,4,17,0.17143912115085486,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,6,6,43,0.09028268205951054,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,9,7,59,0.03450215590373633,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,9,8,41,0.097817742856318,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,7,8,38,0.097817742856318,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,6,6,28,0.13479394282689977,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,10,8,21,0.13479394282689977,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,5,9,36,0.11482699699126034,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,10,8,31,0.08332805932591805,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,8,9,25,0.12441054484015628,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,7,7,43,0.097817742856318,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,7,7,27,0.1582328851132841,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,7,10,54,0.06046979937611887,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,6,9,21,0.1582328851132841,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,7,9,41,0.0769091625617282,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,7,9,30,0.12441054484015626,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,5,7,28,0.10598168551525447,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,4,8,16,0.17143912115085486,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,7,7,39,0.11482699699126034,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,8,8,34,0.12441054484015626,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,5,9,39,0.08332805932591807,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,8,9,25,0.12441054484015628,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,8,9,44,0.09028268205951054,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,8,5,14,0.17143912115085486,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,10,6,72,0.016769787868247475,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,6,10,30,0.11482699699126032,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,7,8,39,0.09028268205951054,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,8,7,15,0.17143912115085486,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,9,10,21,0.1460439470477822,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,6,7,36,0.09028268205951054,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,7,9,32,0.07098472391887985,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,6,8,15,0.1460439470477822,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,6,8,21,0.17143912115085486,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,8,8,59,0.03450215590373633,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,8,9,36,0.10598168551525448,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,6,8,40,0.08332805932591805,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,7,8,25,0.1460439470477822,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,8,6,27,0.12441054484015626,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,8,7,40,0.09781774285631799,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,4,9,32,0.1582328851132841,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,6,9,26,0.11482699699126034,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,6,7,37,0.0769091625617282,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,8,9,53,0.04388193684298046,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,5,8,25,0.13479394282689977,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,8,8,37,0.09028268205951054,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,5,10,27,0.13479394282689977,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,6,6,43,0.09781774285631802,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,9,8,48,0.08332805932591805,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,9,9,67,0.03450215590373633,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,8,7,21,0.13479394282689977,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,6,8,35,0.09028268205951052,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,7,8,35,0.11482699699126034,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,8,8,25,0.12441054484015628,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,8,7,41,0.097817742856318,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,7,7,17,0.17143912115085486,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,10,9,32,0.09028268205951054,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,9,10,46,0.040501639441524254,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,7,7,21,0.12441054484015629,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,5,7,44,0.07098472391887985,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,7,9,32,0.10598168551525448,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,9,8,50,0.06551665447917689,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,8,7,29,0.1059816855152545,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,4,9,34,0.11482699699126034,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,9,9,27,0.1059816855152545,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,7,9,47,0.05151244429388444,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,7,7,24,0.1460439470477822,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,6,9,26,0.1460439470477822,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,5,8,37,0.09028268205951054,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,7,7,34,0.09028268205951052,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,5,6,23,0.1460439470477822,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,9,9,53,0.05151244429388444,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,7,8,45,0.07098472391887985,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,6,6,35,0.08332805932591805,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,9,8,19,0.11482699699126034,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,7,7,61,0.029391372260977485,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,5,7,28,0.11482699699126034,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,8,8,22,0.13479394282689977,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,8,8,23,0.13479394282689977,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,4,9,43,0.06551665447917689,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,9,7,33,0.09028268205951052,Lasso
112,100,300,0.3,1,wide,5,2,2,2,2,2,10,5,8,8,20,0.1582328851132841,Lasso
