Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,cv.lambda,VselecMethod
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,14,12,36,0.09028268205951054,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,12,13,22,0.17143912115085486,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,13,15,93,9.359505671160059e-4,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,17,15,55,0.03184439837668466,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,9,13,25,0.13479394282689977,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,20,20,253,5.523859724622305e-17,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,15,18,59,0.027127306760985608,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,6,13,33,0.11482699699126034,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,15,13,61,0.025037645931273767,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,17,12,105,2.4436820315179472e-14,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,7,17,49,0.0769091625617282,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,13,12,30,0.08332805932591805,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,16,16,97,5.867321674280197e-7,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,15,12,60,0.03450215590373633,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,15,11,83,0.00956831081750475,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,17,16,56,0.02939137226097749,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,9,15,37,0.12441054484015628,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,19,19,129,2.2062216790607422e-15,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,13,13,87,0.005459375671276526,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,12,12,78,0.010366889261210325,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,17,12,44,0.06046979937611886,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,17,19,204,7.182316827580546e-16,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,15,11,68,0.01816940702282152,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,14,14,42,0.05151244429388444,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,18,14,70,0.00956831081750475,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,14,14,43,0.0769091625617282,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,17,12,44,0.07098472391887985,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,16,15,31,0.09781774285631799,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,11,14,33,0.13479394282689977,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,13,15,36,0.097817742856318,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,17,18,64,0.03184439837668466,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,13,15,25,0.1582328851132841,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,18,14,52,0.03738173188026989,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,13,13,45,0.0769091625617282,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,9,14,42,0.0769091625617282,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,13,14,34,0.097817742856318,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,13,16,57,0.029391372260977485,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,11,11,31,0.13479394282689977,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,11,14,28,0.1460439470477822,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,15,14,60,0.03184439837668466,Lasso
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,15,14,38,0.08332805932591805,Lasso
