Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,prop.s2,prop.s3,V1,V2,V3,V4,V5,No_Predictors,MSE,V1_TURE,V2_TURE,V3_TURE,V4_TURE,V5_TURE,VaddMethod
33,100,50,0.7,3,close,5,4,4,4,4,4,20,0.799,0.806,3.5585146548540263,10.742741532183366,10.096667044424656,5.414063118498023,2.6366406536602383,5,649.1485723151386,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method4
33,100,50,0.7,3,close,5,4,4,4,4,4,20,0.799,0.806,3.5585146548540263,10.742741532183366,10.096667044424656,5.414063118498023,2.6366406536602383,6,649.1485723151386,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method4
33,100,50,0.7,3,close,5,4,4,4,4,4,20,0.799,0.806,3.953973246155594,10.873034372092153,10.175652641823628,2.9953143322922844,2.9907130547304424,7,642.3640092579454,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method4
33,100,50,0.7,3,close,5,4,4,4,4,4,20,0.799,0.806,6.889036007762232,6.5201716081500365,8.66584725570382,0.4948555341199163,3.5937770425749713,8,267.2846226781627,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method4
33,100,50,0.7,3,close,5,4,4,4,4,4,20,0.799,0.806,6.737589197176413,6.540672595084437,8.652401145911016,-1.242933169866513,3.1066763497512357,9,260.68420749358944,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method4
33,100,50,0.7,3,close,5,4,4,4,4,4,20,0.799,0.806,5.442015076563572,7.325064259907817,9.437382171130235,0.43810929466795906,3.594667702891528,10,165.65161992137078,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method4
33,100,50,0.7,3,close,5,4,4,4,4,4,20,0.799,0.806,6.302178781920439,7.613950854219016,9.598799413271202,1.3678584641666351,5.023115703258302,11,133.14374767180624,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method4
33,100,50,0.7,3,close,5,4,4,4,4,4,20,0.799,0.806,7.514551810781425,7.140696905987218,9.17197585187816,1.3392725122400344,5.508740445013979,12,104.32922464621073,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method4
33,100,50,0.7,3,close,5,4,4,4,4,4,20,0.799,0.806,7.546756588359188,7.142992419099259,9.316411399418147,0.5639518865500864,5.580395511933666,13,103.12826547818581,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method4
33,100,50,0.7,3,close,5,4,4,4,4,4,20,0.799,0.806,7.570679384854395,7.11280476555375,9.400088432850923,0.1362930290320997,5.4771935339663465,14,102.04741206737881,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method4
