Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,prop.s2,prop.s3,V1,V2,V3,V4,V5,No_Predictors,MSE,V1_TURE,V2_TURE,V3_TURE,V4_TURE,V5_TURE,VaddMethod
48,100,300,0.7,1,wide,5,4,4,4,4,4,20,0.799,0.806,5.377211538480617,3.8809759036444023,5.867905998424463,5.525437862226047,3.8685924273580294,5,21.975982827077928,4.337979654927858,4.40163586239555,4.521484364422404,4.721712696314266,4.299870958324814,Method4
48,100,300,0.7,1,wide,5,4,4,4,4,4,20,0.799,0.806,5.377211538480617,3.8809759036444023,5.867905998424463,5.525437862226047,3.8685924273580294,6,21.975982827077928,4.337979654927858,4.40163586239555,4.521484364422404,4.721712696314266,4.299870958324814,Method4
48,100,300,0.7,1,wide,5,4,4,4,4,4,20,0.799,0.806,5.453144645088345,3.86933367057393,5.8554042065465195,5.406464869281874,3.336944696853285,7,21.581587993301135,4.337979654927858,4.40163586239555,4.521484364422404,4.721712696314266,4.299870958324814,Method4
48,100,300,0.7,1,wide,5,4,4,4,4,4,20,0.799,0.806,5.615045592841851,3.967334053946647,6.0392606590978275,6.351091699159815,3.7529583984321238,8,9.792876855724634,4.337979654927858,4.40163586239555,4.521484364422404,4.721712696314266,4.299870958324814,Method4
48,100,300,0.7,1,wide,5,4,4,4,4,4,20,0.799,0.806,5.515070124107466,4.073700728552324,5.646468006690025,6.252687106472212,4.190284830163064,9,6.549469247426848,4.337979654927858,4.40163586239555,4.521484364422404,4.721712696314266,4.299870958324814,Method4
48,100,300,0.7,1,wide,5,4,4,4,4,4,20,0.799,0.806,5.459509652830641,4.3690010999208075,5.694796864652325,6.134908698846494,3.9820735105003426,10,5.060654868109315,4.337979654927858,4.40163586239555,4.521484364422404,4.721712696314266,4.299870958324814,Method4
48,100,300,0.7,1,wide,5,4,4,4,4,4,20,0.799,0.806,5.463407313353942,4.341330973674542,5.691402607586824,6.1257127289631965,3.9753320247462445,11,5.059418280584661,4.337979654927858,4.40163586239555,4.521484364422404,4.721712696314266,4.299870958324814,Method4
48,100,300,0.7,1,wide,5,4,4,4,4,4,20,0.799,0.806,5.472212794612838,4.4176018890786946,5.67716121680943,6.080722730958145,3.9479383283059915,12,4.773267113320589,4.337979654927858,4.40163586239555,4.521484364422404,4.721712696314266,4.299870958324814,Method4
48,100,300,0.7,1,wide,5,4,4,4,4,4,20,0.799,0.806,5.47778656720366,4.355643035919605,5.701259917252991,6.083538884532836,3.9597923401575277,13,4.7606316929954655,4.337979654927858,4.40163586239555,4.521484364422404,4.721712696314266,4.299870958324814,Method4
48,100,300,0.7,1,wide,5,4,4,4,4,4,20,0.799,0.806,5.477990297176108,4.358109700531468,5.700134877863781,6.081825159425559,3.958703573232805,14,4.760600511853434,4.337979654927858,4.40163586239555,4.521484364422404,4.721712696314266,4.299870958324814,Method4
48,100,300,0.7,1,wide,5,4,4,4,4,4,20,0.799,0.806,5.46517018426738,4.344517098882324,5.510232818264032,6.00597650386259,3.913592948320439,15,4.71681084841639,4.337979654927858,4.40163586239555,4.521484364422404,4.721712696314266,4.299870958324814,Method4
48,100,300,0.7,1,wide,5,4,4,4,4,4,20,0.799,0.806,5.47105239898542,4.377413357211729,5.410333107948702,5.902962655631264,4.040197149132756,16,4.1779895289879265,4.337979654927858,4.40163586239555,4.521484364422404,4.721712696314266,4.299870958324814,Method4
48,100,300,0.7,1,wide,5,4,4,4,4,4,20,0.799,0.806,5.449091864213147,4.464472598695802,5.315434537218721,5.105597396347263,3.8237223735037067,17,3.777902285457663,4.337979654927858,4.40163586239555,4.521484364422404,4.721712696314266,4.299870958324814,Method4
48,100,300,0.7,1,wide,5,4,4,4,4,4,20,0.799,0.806,4.544013205481356,4.405086080876208,5.393516496118852,5.048807926077607,3.9322957987550966,18,3.0956989086813524,4.337979654927858,4.40163586239555,4.521484364422404,4.721712696314266,4.299870958324814,Method4
48,100,300,0.7,1,wide,5,4,4,4,4,4,20,0.799,0.806,4.555001517204902,4.512726183164766,5.234040673620694,4.882162361717706,4.187368624302344,19,2.4390094569578284,4.337979654927858,4.40163586239555,4.521484364422404,4.721712696314266,4.299870958324814,Method4
48,100,300,0.7,1,wide,5,4,4,4,4,4,20,0.799,0.806,4.594992885763363,4.619112391891525,5.274238698662643,4.966203153559059,4.211969690778462,20,2.189000474634428,4.337979654927858,4.40163586239555,4.521484364422404,4.721712696314266,4.299870958324814,Method4
48,100,300,0.7,1,wide,5,4,4,4,4,4,20,0.799,0.806,4.639842910402246,4.606104229673046,5.262864701645667,4.975127268543246,4.205760423094752,21,2.133930033197785,4.337979654927858,4.40163586239555,4.521484364422404,4.721712696314266,4.299870958324814,Method4
48,100,300,0.7,1,wide,5,4,4,4,4,4,20,0.799,0.806,4.739994097811141,4.617593817895679,5.139231325480492,5.00832008966751,4.24255013768689,22,1.935460515851117,4.337979654927858,4.40163586239555,4.521484364422404,4.721712696314266,4.299870958324814,Method4
