number,n,p,corr,method,beta,s1,s21,s22,s23,s24,s25,s3,no_predictors,vadd_method,v1_bias,v2_bias,v3_bias,v4_bias,v5_bias,v1_variance,v2_variance,v3_variance,v4_variance,v5_variance,mse
1,100,50,0.3,1,close,5,4,4,4,4,4,20,41,1,0.186252536812484,0.206005163881923,0.201378857318662,0.182287046322764,0.168432993179609,0.299960433973751,0.342778638898385,0.327148832216866,0.284894421975478,0.242666928476602,8.45875752532191
1,100,50,0.3,1,close,5,4,4,4,4,4,20,42,1,0.16770067310759,0.182845621027003,0.173860671276024,0.177672115200559,0.171839351284991,0.230683325119043,0.285259578908135,0.243438545509116,0.243399594860773,0.243797102299491,6.50220610081884
1,100,50,0.3,1,close,5,4,4,4,4,4,20,43,1,0.143187633525388,0.152204686430854,0.141505359770883,0.144645977842184,0.144159239663478,0.181424194685656,0.209396830815436,0.158041315439073,0.185226422489742,0.196828074531882,4.72859446014071
1,100,50,0.3,1,close,5,4,4,4,4,4,20,44,1,0.111963215072741,0.127267911467301,0.148608194612234,0.121231078222834,0.13885290527667,0.112401703468707,0.152584810990904,0.16971846112921,0.13693152604615,0.177505463151722,3.18971923780513
1,100,50,0.3,1,close,5,4,4,4,4,4,20,45,1,0.0818797037692399,0.0901495934289889,0.109997650270017,0.103859759007731,0.106854935405576,0.0680983827077759,0.075380773134233,0.108986573156219,0.108553197452292,0.107623918751391,1.78429778770772
1,100,50,0.3,1,close,5,4,4,4,4,4,20,46,1,0.0527278688389775,0.0538016320977,0.0546404579563084,0.0502687859720047,0.0535275514550258,0.041014016699356,0.0398589986458032,0.0378175962995524,0.0395478186095842,0.0487895148928427,0.551450808286151
1,100,50,0.3,1,close,5,4,4,4,4,4,20,47,1,0.0542968623626908,0.0532829306280099,0.0548448361607989,0.0495249942896962,0.0537178014110554,0.0424638366667913,0.0398963098237564,0.0390318301845877,0.040267256613486103,0.0508196319345719,0.543022543879166
1,100,50,0.3,1,close,5,4,4,4,4,4,20,48,1,0.055026375798153,0.0533560300200769,0.0539947476119684,0.0506817824837332,0.0563812293640446,0.042813305583407,0.039054876551244,0.0391967418815764,0.0406124803083188,0.0539110126348173,0.529840197283319
1,100,50,0.3,1,close,5,4,4,4,4,4,20,49,1,0.0565510683392222,0.054777481243964,0.0530623726740845,0.0521866646519583,0.0574567543136388,0.0429772556556018,0.039136500472301,0.0383996085056586,0.0410004918495645,0.0540134511062225,0.520987013421253
1,100,50,0.3,1,close,5,4,4,4,4,4,20,50,1,0.0567180501318746,0.0543172639248632,0.0547572156634129,0.0533079105694982,0.0574087443127526,0.0445496647850888,0.0397419556874478,0.0393127616884879,0.0429441714719922,0.053846671919079,0.510825874921068
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,1,1.14726132070611,1.21270100137877,1.20963302134398,1.14987545014871,1.22628625275505,6.38918816135832,6.09316697351088,7.60557979823343,6.09963416863673,8.111544983817,559.448775970863
2,100,100,0.3,1,close,5,4,4,4,4,4,20,6,1,1.14726132070611,1.21270100137877,1.20963302134398,1.14987545014871,1.22628625275505,6.38918816135832,6.09316697351088,7.60557979823343,6.09963416863673,8.111544983817,559.448775970863
2,100,100,0.3,1,close,5,4,4,4,4,4,20,7,1,1.12243836535533,1.14550323798987,1.20033646587289,1.04733443627816,1.23305899159579,7.01151957669575,6.52344245777214,7.41354146885489,5.76303478635091,8.83636362413194,542.461000754711
2,100,100,0.3,1,close,5,4,4,4,4,4,20,8,1,1.06721419288791,1.09702078217846,1.16661845358966,1.038426908229,1.20431575445707,7.13287385923456,6.69731112541068,7.50081535703541,6.26417050832074,8.53123507354968,530.872798821367
2,100,100,0.3,1,close,5,4,4,4,4,4,20,9,1,1.02714470395334,1.05795350092474,1.15239763726896,1.02791074905647,1.17735736335119,7.22042883949326,6.8355298800096,7.70548899786384,6.76894358384939,8.73383954138299,516.585307522913
2,100,100,0.3,1,close,5,4,4,4,4,4,20,10,1,1.0135442482791,1.05152349571065,1.15064876737532,0.971005716473509,1.14770168327228,7.48579314473034,6.817766958079,8.29975772923463,6.28135896731877,8.71443735666856,504.216470760035
2,100,100,0.3,1,close,5,4,4,4,4,4,20,11,1,0.995636743701066,1.05015410552603,1.12757226710959,0.957039519295521,1.10407819929822,8.06989813150437,6.68114612999574,8.646013711497,6.51205573502133,8.42360953320325,491.485068605206
2,100,100,0.3,1,close,5,4,4,4,4,4,20,12,1,0.970159383534559,1.02708796195901,1.0804420984273,0.955139733528484,1.05915111262882,7.79417070407259,6.52385903300845,8.36767311891314,6.53645003808524,8.23176189802675,479.61612420295
2,100,100,0.3,1,close,5,4,4,4,4,4,20,13,1,0.943607306086224,1.00251709049958,1.07538979701311,0.947580797059368,1.08338223785386,7.34246862957024,6.80647606752103,8.36713804735294,6.63175102127826,9.22228971471428,469.108495385892
2,100,100,0.3,1,close,5,4,4,4,4,4,20,14,1,0.92033856409057,0.988865734851086,1.0421296308117,0.951648351188734,1.0754632451058601,7.52356394633582,6.92781221822891,8.16203329535893,6.79218774138893,9.02871952267979,457.169216530844
2,100,100,0.3,1,close,5,4,4,4,4,4,20,15,1,0.942733955171575,0.953473283343305,0.985140170876691,0.951107546981851,1.05841970657345,8.3981858782296,6.6349283245472,7.7439287762276,6.97224950096802,9.16593198690314,446.151857580781
2,100,100,0.3,1,close,5,4,4,4,4,4,20,16,1,0.9518567128005,0.946455124818185,0.965428149429744,0.938520889641824,1.05259767236684,8.82630427175997,7.00490931706215,7.85436515373139,6.94652602705976,9.13520345928648,437.249154075843
2,100,100,0.3,1,close,5,4,4,4,4,4,20,17,1,0.93084702852431,0.956879176897158,0.986213336858864,0.950173065738593,1.02772772463703,8.60129987412619,6.99988692744795,7.89782559915179,7.24051645577683,9.24430324431294,430.40204476037
2,100,100,0.3,1,close,5,4,4,4,4,4,20,18,1,0.944857246955942,0.935346504423044,1.00235491808104,0.947850552152345,1.05441905086431,8.8771621009183,7.06071488161332,8.56631819264409,7.23752477767611,9.71343999745596,421.855335341146
2,100,100,0.3,1,close,5,4,4,4,4,4,20,19,1,0.95341811896184,0.898179268846293,1.02580506891454,0.92495734102438,1.06083077040241,9.02559725766826,6.74173563630273,8.98099350182283,6.98862598084603,10.1545058908625,412.682035312463
2,100,100,0.3,1,close,5,4,4,4,4,4,20,20,1,0.942280673794105,0.925522952867242,1.03392768511205,0.960124546668071,1.05672436630907,9.30548848327899,7.2100549761754396,9.16458784917229,7.44799340279226,9.91840174241501,404.439786073668
2,100,100,0.3,1,close,5,4,4,4,4,4,20,21,1,0.922754254836737,0.904899454938129,1.03946084159127,0.932529914846416,1.05258011754931,8.74103382955411,7.16957996023198,9.57736735066232,7.17584177217388,9.995196897773,396.76648076148
2,100,100,0.3,1,close,5,4,4,4,4,4,20,22,1,0.946346819587789,0.852382002267156,1.04350767315119,0.927959250645902,1.04618059440072,8.96628717426306,6.63534382350449,9.87200102519354,7.41431025872049,10.1031299315417,387.758445806406
2,100,100,0.3,1,close,5,4,4,4,4,4,20,23,1,0.942474177178882,0.853423045492569,1.02611000224259,0.914585770800803,1.0545280271139,9.02231439982856,6.67217945958693,9.73184021802245,7.35322563810225,10.3686147881811,378.080983774515
2,100,100,0.3,1,close,5,4,4,4,4,4,20,24,1,0.968557820555748,0.857378550030814,1.00955664106,0.918352047229993,1.07054872182775,9.21894833252433,6.73572420221797,9.94636374574328,7.37487194323788,10.9920136879113,370.30242633747997
2,100,100,0.3,1,close,5,4,4,4,4,4,20,25,1,0.952379481620939,0.862060288965239,0.994214422409093,0.918274437893586,1.06758877229454,9.09818002296889,6.67643610122045,9.82016365451052,7.3541017143354,11.1419175848738,363.10101100999
2,100,100,0.3,1,close,5,4,4,4,4,4,20,26,1,0.993870720709193,0.85569692950982,1.00019443175611,0.917833141323101,1.06212004008465,9.42580197740697,6.67206464233973,9.92902454572865,7.50214161249982,11.0824462069484,357.761832502814
2,100,100,0.3,1,close,5,4,4,4,4,4,20,27,1,0.774055661765709,0.675220707817135,0.86987918733541,0.753626313317717,0.807041598930346,5.66982399791449,4.24659403145363,7.14566669100243,4.99847019945432,6.16457128705457,235.211637354535
2,100,100,0.3,1,close,5,4,4,4,4,4,20,28,1,0.617549252057477,0.560364372949516,0.766912805506552,0.637348527389222,0.652237720779873,4.09262759469732,2.77643283891893,5.23381866712284,3.93013363090809,4.01627160041447,168.356410569337
2,100,100,0.3,1,close,5,4,4,4,4,4,20,29,1,0.604561628979492,0.52872635222293,0.657552411998715,0.578075729106071,0.591469610550619,3.63924783698339,2.37816221088622,3.88196902743314,2.99518923847597,3.13440096714175,125.135586667598
2,100,100,0.3,1,close,5,4,4,4,4,4,20,30,1,0.55643791131244,0.442451183598546,0.633013990810766,0.4811039852424,0.58034498076216,3.00720992789747,1.81449491562522,3.5296165056379,2.33147834406432,3.01561511596949,98.1915716129416
2,100,100,0.3,1,close,5,4,4,4,4,4,20,31,1,0.548269825463037,0.436914424503831,0.555950169368898,0.446716235316259,0.505841380979806,3.05130017761761,1.70167415250167,2.64567498558087,2.13407262967456,2.32025317239146,76.5447583864977
2,100,100,0.3,1,close,5,4,4,4,4,4,20,32,1,0.490023977322106,0.395433910386769,0.510543715703163,0.400120109746296,0.442455728975023,2.3986816838858,1.37239379875564,2.2116450390942,1.69018843662013,1.64187502007012,61.9383393664642
2,100,100,0.3,1,close,5,4,4,4,4,4,20,33,1,0.429790999659802,0.371211197181584,0.445613708509502,0.393753479170951,0.448239048394471,1.82087822239719,1.13635341031056,1.84282461507322,1.49109806286487,1.6718088231261,50.6927328283806
2,100,100,0.3,1,close,5,4,4,4,4,4,20,34,1,0.400336510685336,0.344041736085308,0.392423177258548,0.349761607408002,0.378829650184977,1.48675890276768,0.99035327116573,1.4971223082246,1.26308605469792,1.24841733875558,42.2623546732752
2,100,100,0.3,1,close,5,4,4,4,4,4,20,35,1,0.360498900168983,0.326796439795762,0.364397040424288,0.331642552607585,0.370471331656222,1.2132062650598,0.92162866539892,1.30481883473191,1.10273568862206,1.13270413742583,35.1960977600822
2,100,100,0.3,1,close,5,4,4,4,4,4,20,36,1,0.364639721765276,0.301353420580537,0.332097854483221,0.28972869074304197,0.318567125112222,1.2020773631309,0.826700657338563,1.03861401331117,0.887611260423683,0.876869363663204,28.9298943136899
2,100,100,0.3,1,close,5,4,4,4,4,4,20,37,1,0.329053096867255,0.26686827600512,0.312016028161564,0.273292874543889,0.306121821673318,1.02444804191888,0.651879960493269,0.869021780398394,0.767843768104501,0.856120655230495,23.7820242690908
2,100,100,0.3,1,close,5,4,4,4,4,4,20,38,1,0.271796640663002,0.251268241515547,0.252658818360069,0.2655704512429,0.276303275314726,0.789189938951507,0.568489311334134,0.626062387644868,0.649993139888274,0.680439662136722,19.6678942021007
2,100,100,0.3,1,close,5,4,4,4,4,4,20,39,1,0.257106011748221,0.227837061330411,0.237379316570011,0.231328415089417,0.270818569549058,0.665951164174685,0.467336026868011,0.518554052978779,0.520991071057941,0.66067429481762,15.8539100645032
2,100,100,0.3,1,close,5,4,4,4,4,4,20,40,1,0.241573738512444,0.192504107959777,0.219172009510397,0.210443267416766,0.242803097879106,0.565072924916458,0.336373059776131,0.444425713119266,0.412016172233579,0.53123919639002,12.650371402809
2,100,100,0.3,1,close,5,4,4,4,4,4,20,41,1,0.218818386523908,0.190453862500278,0.187798121310449,0.196824168045687,0.22505494235849,0.477948581110707,0.310060811442197,0.338060115055373,0.351714770763051,0.455638333503213,9.89088669531422
2,100,100,0.3,1,close,5,4,4,4,4,4,20,42,1,0.170208336793086,0.176644859128336,0.168876540679954,0.17596847099285,0.183695841533959,0.292680045627595,0.276425981353348,0.278004220318204,0.310316214591746,0.326288811261805,7.44970731511429
2,100,100,0.3,1,close,5,4,4,4,4,4,20,43,1,0.160094253474217,0.14936250626287,0.169248325249369,0.142673599157052,0.167815477056529,0.258079752849619,0.227504782426382,0.274262383882122,0.221135914807807,0.274891523439472,5.41719582534046
2,100,100,0.3,1,close,5,4,4,4,4,4,20,44,1,0.111517922338652,0.132805411143425,0.143060201355127,0.115444525673205,0.139171091860494,0.148097216693876,0.191465971631446,0.215282710697658,0.139557328475338,0.212658142253735,3.64530207425196
2,100,100,0.3,1,close,5,4,4,4,4,4,20,45,1,0.0885634170535912,0.105533812008513,0.0982697292761048,0.0899389041014129,0.0981722257633726,0.0971723327208997,0.138209925497944,0.124154055730995,0.0842067886192054,0.106749920464151,1.9689162595518
2,100,100,0.3,1,close,5,4,4,4,4,4,20,46,1,0.0482574585965767,0.0485015017065149,0.0534398341095699,0.0551011267309298,0.0476437801230655,0.0380012110707279,0.0405356906258754,0.0456750196088229,0.0560790259296101,0.0500656997036689,0.53742557692212
2,100,100,0.3,1,close,5,4,4,4,4,4,20,47,1,0.0474326250611389,0.0477298513021965,0.054300602938806,0.0550817854235187,0.0472863933108821,0.0370457566225291,0.0398840374296441,0.0476236362761286,0.0557579119493165,0.0499193085964217,0.527845885439259
2,100,100,0.3,1,close,5,4,4,4,4,4,20,48,1,0.0467702581653387,0.0478515227043008,0.0548540823851662,0.0556277859654264,0.0485943505754387,0.0371017040907684,0.0392009143638199,0.0487362827567246,0.0551911919675274,0.0513221957026665,0.517339947924125
2,100,100,0.3,1,close,5,4,4,4,4,4,20,49,1,0.0474286465015417,0.0484837582117152,0.0555720377178908,0.0564499104339959,0.0499678923084797,0.0372664875673287,0.0398447276841897,0.0495525153714955,0.0563946393049576,0.0531988982564086,0.504732630671473
2,100,100,0.3,1,close,5,4,4,4,4,4,20,50,1,0.0482346384064056,0.0469688099545182,0.0564498206412565,0.0576581803805736,0.049251681069937,0.0374356978745099,0.0390171483117189,0.0493517444420711,0.0576438460227368,0.0524925645533649,0.494730516209351
2,100,100,0.3,1,close,5,4,4,4,4,4,20,51,1,0.0483822639490115,0.0478041967910755,0.0561415090719377,0.0588083204724427,0.0494223091977812,0.0382856645532103,0.0391533250880616,0.0495488233292236,0.0595255011142235,0.0530534013497637,0.48713080533839
2,100,100,0.3,1,close,5,4,4,4,4,4,20,52,1,0.0483836375420275,0.0494244496150284,0.055641676702817,0.058625709214664,0.0504774047677538,0.0393557924966384,0.0407478922668476,0.0480633228797355,0.0580253947418915,0.0524067721483632,0.474591865785556
2,100,100,0.3,1,close,5,4,4,4,4,4,20,53,1,0.0487086576267662,0.0484654034602004,0.0573911238842758,0.0600666716518216,0.0510655137060928,0.0410690603421855,0.0400564185009986,0.0482603871503535,0.0586507259824365,0.0535571585494435,0.464099089217999
2,100,100,0.3,1,close,5,4,4,4,4,4,20,54,1,0.0498762215879159,0.0498327507080709,0.0578166867409939,0.0607332282350282,0.0510274466027515,0.0418942248185125,0.0403409743060744,0.0490986502696392,0.0595389370554887,0.0538697449730293,0.455228302606737
2,100,100,0.3,1,close,5,4,4,4,4,4,20,55,1,0.0518330885515252,0.051626111689209,0.0573835022278189,0.0598717432721579,0.0523592639667571,0.0423655561388536,0.0415997589310796,0.0487063851418751,0.059100375184941,0.0553833064038872,0.44581747104554
2,100,100,0.3,1,close,5,4,4,4,4,4,20,56,1,0.0519061008106255,0.0542047438991097,0.0563982602442697,0.062385623216897,0.0538650559373242,0.0426583886177064,0.0435026611840565,0.0496510205827274,0.0601233443885191,0.0567358098688494,0.432060524697984
2,100,100,0.3,1,close,5,4,4,4,4,4,20,57,1,0.0532414145346841,0.0570630791751225,0.0555355532695436,0.0612585210786496,0.0544687064634621,0.041685278682062,0.0444616715689944,0.0484979034106235,0.0602121405072194,0.057343621245445,0.421764748652623
2,100,100,0.3,1,close,5,4,4,4,4,4,20,58,1,0.0547476074615287,0.0605399170163776,0.0561582283410278,0.0598771489994176,0.0538076495842936,0.0417378432509058,0.0469703233864736,0.0495778155416841,0.0596894766482328,0.0560209475516688,0.41139164175147
2,100,100,0.3,1,close,5,4,4,4,4,4,20,59,1,0.0550291760714526,0.0615707507520345,0.0572119654233541,0.0599703441073881,0.0538506972181518,0.0431518513881754,0.0475464113502918,0.0482443963628198,0.0608861704024405,0.0567166596262028,0.401580113935396
2,100,100,0.3,1,close,5,4,4,4,4,4,20,60,1,0.0562078243995372,0.0609067933649741,0.0595741189066841,0.060735405631602,0.0543367136685816,0.0456754102267851,0.0470912055661452,0.0512124774555614,0.0615085321869345,0.0568083936171242,0.391937914495596
2,100,100,0.3,1,close,5,4,4,4,4,4,20,61,1,0.0571842280980385,0.0603064207214801,0.0602953177062304,0.0618361507346172,0.0557673227011626,0.0474404735629093,0.0462945274884857,0.0512316348295581,0.0629635402158522,0.0590449570941394,0.383660852720023
2,100,100,0.3,1,close,5,4,4,4,4,4,20,62,1,0.0578733108724375,0.0595188566911156,0.0599919027272651,0.0626813059585752,0.056590043438389,0.0473192922079534,0.0472780854161455,0.0514422257505386,0.0636045929270807,0.0585977125677527,0.374484710736002
2,100,100,0.3,1,close,5,4,4,4,4,4,20,63,1,0.0609564164610489,0.0611763112073059,0.0591478345086838,0.0638327198345226,0.0540894911114132,0.0488882519192794,0.0509797786359659,0.0517860887365559,0.06187047943969,0.0566612011393901,0.363617097175038
2,100,100,0.3,1,close,5,4,4,4,4,4,20,64,1,0.0620252963025699,0.0607675617912565,0.0587356668339874,0.0664020595894253,0.0557140336494043,0.0502292978325359,0.0525134283881019,0.0527259069622611,0.0658620838787181,0.0562019614705894,0.355820705555374
2,100,100,0.3,1,close,5,4,4,4,4,4,20,65,1,0.0630680327927399,0.0621468350583917,0.0616729395782604,0.0674625035907805,0.0568474193620751,0.0516742837292584,0.0541075150133135,0.0585661753212946,0.0667828795261301,0.0581103209668236,0.348278111818134
2,100,100,0.3,1,close,5,4,4,4,4,4,20,66,1,0.0648239771645759,0.0625065358806258,0.0621562949927979,0.0671573259654924,0.0561918155895078,0.0537874780821051,0.0546290496724518,0.0571501539165624,0.0671819417971077,0.0573462743608249,0.338408722240825
2,100,100,0.3,1,close,5,4,4,4,4,4,20,67,1,0.0663526681212237,0.0633866199182696,0.062404666945395,0.0693610775853385,0.0558690183860572,0.0540375690144145,0.057138790351921,0.0555960715785444,0.0692362425205476,0.0562584746740284,0.328090549852014
2,100,100,0.3,1,close,5,4,4,4,4,4,20,68,1,0.0660650678686705,0.0656296789335605,0.063437746519067,0.0692576307579861,0.0556828646676646,0.0556776426743433,0.0618008086560739,0.056642313483722,0.0689897155142645,0.0561788619994376,0.319357107330051
2,100,100,0.3,1,close,5,4,4,4,4,4,20,69,1,0.0662316946592336,0.0674045741897173,0.0632818042047194,0.0691616670492682,0.0584708887315108,0.0548231541435872,0.0642007805478612,0.057191494082398,0.0685050328585585,0.0583167547107282,0.310882113776674
2,100,100,0.3,1,close,5,4,4,4,4,4,20,70,1,0.067758923280679,0.0693384871158396,0.0624917538515088,0.0711567201902937,0.059663260711466,0.0573719978198214,0.0643038423019935,0.0579874160217171,0.0669172801869573,0.0599799534290557,0.303567246966927
