number,n,p,corr,method,beta,s1,s21,s22,s23,s24,s25,s3,no_predictors,vadd_method,v1_bias,v2_bias,v3_bias,v4_bias,v5_bias,v1_variance,v2_variance,v3_variance,v4_variance,v5_variance,mse
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,3,1.30802558538763,1.17114383651351,1.1227666218897,1.22616488790294,1.29190457373578,6.14918602445938,6.23034585938114,4.15999482978817,6.86472318651325,6.0741221806892,461.69534405747
1,100,50,0.3,1,close,5,4,4,4,4,4,20,6,3,1.30802558538763,1.17114383651351,1.1227666218897,1.22616488790294,1.29190457373578,6.14918602445938,6.23034585938114,4.15999482978817,6.86472318651325,6.0741221806892,461.69534405747
1,100,50,0.3,1,close,5,4,4,4,4,4,20,7,3,1.21879316194889,1.0679235889294,1.11602480274131,1.19876690261835,1.26124418284277,5.32258597404679,5.11023978608204,3.91529399373864,6.45221585675308,5.13376281224588,377.149606512909
1,100,50,0.3,1,close,5,4,4,4,4,4,20,8,3,1.13026294651399,1.01631788282341,1.04965626261356,1.14076114427964,1.20146315448832,4.70867745652661,4.48231720326326,3.79929774720679,5.74258282807642,4.52735675317905,331.372160233438
1,100,50,0.3,1,close,5,4,4,4,4,4,20,9,3,1.09866686786532,0.97490590274474,0.998862086110552,1.04440528595304,1.09459789105454,4.39311934410925,3.82763890285871,3.49771139572552,4.7181099089726,4.09619725825243,283.454750069371
1,100,50,0.3,1,close,5,4,4,4,4,4,20,10,3,1.03394085403904,0.943312176695158,0.940282282953026,1.050380193514,1.04434092651142,3.96754798077799,3.2321464031184,3.19203643438936,4.27995820019205,3.55461124195013,252.732880127285
1,100,50,0.3,1,close,5,4,4,4,4,4,20,11,3,1.02100731621779,0.932136433403091,0.943419979907716,1.0026523295552,1.00553705787109,3.70451140498982,3.72116137307415,3.10096391267345,3.91781132068079,3.08603235275676,225.630545448274
1,100,50,0.3,1,close,5,4,4,4,4,4,20,12,3,1.00884702977431,0.862711228337,0.86966542749643,0.972508535735054,0.926663054910194,3.32145455754194,3.48242984433258,2.86017227279727,3.8160440912215,2.89892649654722,201.713334445319
1,100,50,0.3,1,close,5,4,4,4,4,4,20,13,3,0.967103143165147,0.833223057012548,0.832633035723023,0.943461358061693,0.918986971493981,3.38013042715668,3.20631888225896,2.85165004620126,3.6364181972901,2.57805645223478,182.11686936399
1,100,50,0.3,1,close,5,4,4,4,4,4,20,14,3,0.891719517890709,0.826517271285333,0.82836704020193,0.919756507854353,0.872472841577643,3.18807018569091,3.29871441071262,2.9265617336832,3.40365515933843,2.24431109719016,167.049851072501
1,100,50,0.3,1,close,5,4,4,4,4,4,20,15,3,0.866354961714568,0.770872633226575,0.836957947800408,0.882665318060625,0.8375473002868,3.08944606139029,2.85169143753089,2.73652504024266,3.30024765879346,2.18172398190472,151.462564751872
