Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,VselecMethod
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,13,14,67,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,7,13,74,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,8,12,74,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,10,11,73,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,11,17,66,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,6,10,78,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,10,16,68,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,10,14,70,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,7,13,74,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,8,10,76,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,10,11,73,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,10,14,70,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,9,9,76,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,12,9,73,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,11,6,77,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,8,13,73,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,9,9,76,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,8,10,76,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,10,14,70,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,9,12,73,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,8,13,73,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,8,9,77,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,12,12,70,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,10,7,77,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,7,10,77,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,12,13,69,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,10,10,74,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,9,12,73,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,12,9,73,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,11,11,72,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,6,10,78,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,8,12,74,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,7,10,77,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,9,10,75,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,14,11,69,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,5,14,75,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,8,12,74,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,11,11,72,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,11,8,75,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,6,13,75,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,8,11,75,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,10,9,75,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,9,9,76,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,6,13,75,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,8,15,71,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,8,11,75,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,7,11,76,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,10,16,68,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,8,13,73,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,8,10,76,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,10,10,74,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,12,13,69,AIC
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,5,8,12,74,AIC
