Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,VselecMethod
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,16,14,33,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,15,14,30,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,19,20,53,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,15,13,27,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,18,18,40,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,18,19,46,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,12,14,21,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,15,20,36,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,17,20,42,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,11,11,14,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,12,12,22,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,14,15,27,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,19,19,38,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,15,16,22,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,18,18,48,AIC
62,100,100,0.3,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
