Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,VselecMethod
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,12,10,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,10,11,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,12,12,0,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,12,10,3,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,14,14,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,12,12,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,10,12,0,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,14,12,2,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,13,15,2,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,8,10,2,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,14,10,2,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,9,13,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,13,13,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,12,13,0,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,13,12,3,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,13,10,0,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,14,16,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,12,12,0,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,14,15,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,11,13,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,13,13,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,14,9,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,13,15,0,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,13,12,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,9,12,2,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,12,15,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,12,10,0,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,12,10,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,14,11,0,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,10,15,4,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,10,11,3,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,12,11,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,12,12,2,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,13,11,0,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,13,13,0,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,10,10,0,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,13,11,2,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,10,11,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,9,6,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,11,9,0,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,13,13,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,10,10,0,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,9,12,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,13,12,5,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,12,10,0,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,15,10,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,12,12,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,12,14,2,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,10,15,2,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,9,15,2,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,11,11,2,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,14,12,2,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,8,9,2,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,13,10,0,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,8,10,2,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,12,15,2,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,16,14,0,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,10,11,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,14,8,3,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,9,10,2,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,11,15,2,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,7,11,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,12,12,3,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,14,15,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,10,8,3,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,12,12,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,12,10,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,14,13,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,8,11,0,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,14,13,2,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,14,10,3,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,15,17,2,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,11,9,0,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,11,11,0,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,11,12,3,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,10,11,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,12,17,2,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,12,10,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,12,11,2,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,9,10,0,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,12,13,3,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,12,12,2,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,15,9,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,10,12,3,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,10,10,2,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,11,9,2,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,10,11,2,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,14,17,2,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,11,12,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,14,11,2,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,7,9,2,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,7,11,2,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,14,11,0,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,11,8,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,11,10,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,13,12,3,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,12,13,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,14,10,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,11,11,1,AIC
45,100,50,0.7,1,wide,5,4,4,4,4,4,20,5,12,15,0,AIC
