Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,VselecMethod
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,13,15,66,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,12,11,71,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,13,13,68,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,12,13,69,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,13,12,69,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,13,14,67,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,16,13,65,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,12,16,66,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,17,12,65,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,13,14,67,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,10,11,73,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,13,14,67,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,14,10,70,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,16,13,65,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,14,12,68,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,11,9,74,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,12,9,73,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,14,13,67,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,15,14,65,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,13,14,67,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,12,15,67,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,17,10,67,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,18,17,59,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,12,16,66,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,14,10,70,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,12,13,69,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,14,11,69,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,14,12,68,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,13,13,68,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,16,11,67,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,12,12,70,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,17,10,67,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,13,14,67,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,14,12,68,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,12,14,68,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,16,14,64,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,13,14,67,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,9,15,70,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,13,13,68,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,14,16,64,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,14,12,68,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,17,13,64,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,13,10,71,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,11,11,72,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,14,13,67,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,15,15,64,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,11,8,75,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,13,13,68,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,12,13,69,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,12,10,72,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,15,14,65,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,12,14,68,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,15,13,66,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,12,12,70,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,15,14,65,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,14,14,66,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,14,12,68,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,11,11,72,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,12,13,69,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,14,11,69,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,15,14,65,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,10,15,69,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,13,13,68,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,12,15,67,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,14,8,72,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,10,12,72,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,14,13,67,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,11,14,69,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,17,14,63,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,16,14,64,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,12,15,67,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,14,14,66,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,15,13,66,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,12,12,70,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,14,13,67,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,11,11,72,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,15,16,63,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,14,14,66,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,17,13,64,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,13,12,69,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,13,15,66,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,11,13,70,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,11,14,69,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,11,15,68,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,13,12,69,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,17,13,64,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,12,11,71,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,13,12,69,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,15,14,65,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,16,14,64,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,15,9,70,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,14,12,68,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,13,12,69,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,15,13,66,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,13,14,67,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,15,17,62,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,10,10,74,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,14,11,69,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,11,12,71,AIC
59,100,200,0.7,2,wide,5,4,4,4,4,4,20,5,13,13,68,AIC
