Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,VselecMethod
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,11,16,28,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,13,14,21,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,19,18,44,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,19,20,51,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,16,15,24,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,17,16,41,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,17,16,32,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,17,20,36,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,14,17,33,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,15,15,25,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,12,13,24,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,19,20,55,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,19,55,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,19,20,49,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,16,14,30,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,15,14,24,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,16,18,34,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,15,19,38,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,16,16,34,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,17,16,43,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,19,55,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,19,20,55,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,17,20,34,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,12,13,31,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,19,55,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,15,20,36,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,18,20,47,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,19,20,55,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,13,17,32,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,19,55,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,19,55,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,15,12,24,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,19,55,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,19,20,51,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
50,100,100,0.3,2,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
