Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,VselecMethod
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,13,14,1,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,12,13,2,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,15,11,0,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,16,15,3,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,16,14,1,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,14,13,2,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,13,13,0,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,15,14,2,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,13,16,2,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,12,11,2,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,12,12,1,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,11,18,1,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,15,15,1,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,14,16,0,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,17,16,3,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,16,16,0,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,15,16,2,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,11,15,2,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,17,15,2,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,11,13,1,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,13,16,0,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,18,12,2,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,13,12,1,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,14,12,0,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,14,14,3,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,15,17,2,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,10,8,1,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,17,12,0,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,16,11,0,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,12,15,3,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,14,13,2,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,15,14,2,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,13,15,2,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,14,13,2,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,15,16,2,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,13,16,3,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,14,13,1,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,13,12,3,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,15,9,2,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,10,10,0,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,15,13,1,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,11,12,1,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,10,14,1,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,12,12,2,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,14,14,0,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,16,17,1,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,12,12,2,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,15,13,1,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,13,18,3,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,8,14,3,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,14,14,3,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,14,16,1,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,10,9,2,AIC
49,100,50,0.3,2,wide,5,4,4,4,4,4,20,5,13,12,0,AIC
