Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,VselecMethod
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,13,12,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,12,13,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,13,11,0,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,13,12,3,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,15,15,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,13,12,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,13,13,0,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,17,14,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,12,16,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,10,11,3,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,13,13,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,11,15,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,13,14,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,15,16,0,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,15,15,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,16,15,0,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,14,18,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,12,14,0,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,16,15,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,10,15,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,12,14,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,18,11,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,13,13,0,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,14,14,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,11,14,3,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,9,16,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,12,9,0,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,14,13,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,14,11,0,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,11,16,4,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,14,12,4,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,13,12,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,11,13,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,14,11,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,15,15,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,14,14,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,17,11,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,13,13,3,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,13,8,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,11,11,0,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,14,12,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,11,11,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,9,13,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,11,10,3,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,13,13,0,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,14,14,0,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,12,14,0,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,15,14,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,11,16,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,11,13,3,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,12,13,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,15,14,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,8,10,3,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,14,11,0,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,10,13,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,14,17,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,14,15,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,12,11,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,17,12,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,15,12,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,12,15,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,7,13,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,14,12,4,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,14,15,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,9,8,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,15,16,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,12,8,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,16,14,3,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,9,11,0,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,14,15,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,15,10,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,15,16,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,13,10,0,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,12,12,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,13,14,3,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,12,13,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,15,17,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,15,9,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,13,12,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,12,13,0,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,16,14,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,12,15,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,16,11,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,14,11,3,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,13,11,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,11,13,3,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,9,13,4,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,13,14,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,12,16,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,14,11,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,8,9,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,9,13,1,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,14,15,0,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,13,11,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,15,9,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,13,11,3,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,14,13,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,15,11,3,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,16,12,2,AIC
41,100,50,0.5,1,wide,5,4,4,4,4,4,20,5,12,18,0,AIC
