Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,VselecMethod
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,14,14,66,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,15,15,64,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,14,13,67,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,12,13,69,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,12,13,69,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,9,11,74,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,11,14,69,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,10,14,70,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,14,16,64,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,11,15,68,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,13,13,68,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,9,18,67,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,12,13,69,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,12,14,68,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,12,10,72,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,13,13,68,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,10,12,72,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,12,12,70,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,13,12,69,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,11,12,71,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,12,12,70,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,10,13,71,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,9,14,71,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,14,11,69,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,14,8,72,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,9,12,73,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,12,13,69,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,11,12,71,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,12,13,69,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,10,13,71,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,10,15,69,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,10,14,70,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,10,15,69,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,14,16,64,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,15,13,66,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,7,16,71,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,14,14,66,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,14,12,68,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,14,15,65,AIC
71,100,200,0.7,3,wide,5,4,4,4,4,4,20,5,11,14,69,AIC
