Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,VselecMethod
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,15,16,32,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,15,13,33,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,15,16,33,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,16,17,40,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,20,18,45,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,14,15,24,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,16,15,26,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,12,18,35,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,20,19,55,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,17,18,29,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,19,20,50,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,11,12,17,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,18,19,36,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
38,100,100,0.3,1,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
