Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,VselecMethod
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,16,15,63,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,12,16,66,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,16,16,62,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,16,13,65,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,9,15,70,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,14,14,66,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,16,15,63,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,10,15,69,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,11,14,69,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,15,16,63,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,13,13,68,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,10,15,69,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,13,15,66,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,14,15,65,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,14,10,70,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,9,15,70,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,13,12,69,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,16,13,65,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,9,14,71,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,12,15,67,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,10,12,72,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,14,12,68,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,13,11,70,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,12,11,71,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,10,11,73,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,13,16,65,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,13,11,70,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,14,12,68,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,14,14,66,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,16,11,67,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,10,13,71,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,15,13,66,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,13,11,70,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,11,17,66,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,10,11,73,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,15,13,66,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,12,13,69,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,12,15,67,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,13,14,67,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,13,17,64,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,14,15,65,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,12,15,67,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,13,14,67,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,13,14,67,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,12,12,70,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,17,12,65,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,11,15,68,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,12,10,72,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,15,15,64,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,10,12,72,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,14,14,66,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,12,12,70,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,12,16,66,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,15,8,71,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,12,17,65,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,17,11,66,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,12,13,69,AIC
63,100,200,0.3,3,wide,5,4,4,4,4,4,20,5,13,13,68,AIC
