Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,V1,V2,V3,V4,V5,No_Predictors,MSE,V1_TURE,V2_TURE,V3_TURE,V4_TURE,V5_TURE,VaddMethod
87,100,200,0.3,2,close,5,2,2,2,2,2,10,1.8501868989910002,2.447790781753528,2.958709818075862,3.877970049130889,2.434469170620426,5,113.70213762444854,2.4562855228644715,2.517392050548362,2.6324401518775797,2.8246485568797013,2.419703228433047,Method3
87,100,200,0.3,2,close,5,2,2,2,2,2,10,1.8501868989910002,2.447790781753528,2.958709818075862,3.877970049130889,2.434469170620426,6,113.70213762444854,2.4562855228644715,2.517392050548362,2.6324401518775797,2.8246485568797013,2.419703228433047,Method3
87,100,200,0.3,2,close,5,2,2,2,2,2,10,1.9156369254810428,2.337239480297981,3.1484503226415184,3.530336995847288,2.4362808118963857,7,111.62785055802915,2.4562855228644715,2.517392050548362,2.6324401518775797,2.8246485568797013,2.419703228433047,Method3
87,100,200,0.3,2,close,5,2,2,2,2,2,10,2.2285612782402637,2.6239723206845293,3.163179598390642,3.251236426177463,2.6169967126383886,8,96.57691918530169,2.4562855228644715,2.517392050548362,2.6324401518775797,2.8246485568797013,2.419703228433047,Method3
87,100,200,0.3,2,close,5,2,2,2,2,2,10,2.720258387651039,2.9769036520580867,2.801351501494283,2.5392327012710703,3.0680796922981677,9,78.63892355976293,2.4562855228644715,2.517392050548362,2.6324401518775797,2.8246485568797013,2.419703228433047,Method3
87,100,200,0.3,2,close,5,2,2,2,2,2,10,2.3867620508598724,2.7236591243577184,2.845553137837963,2.986974247084553,2.863913787487696,10,69.42470933398717,2.4562855228644715,2.517392050548362,2.6324401518775797,2.8246485568797013,2.419703228433047,Method3
87,100,200,0.3,2,close,5,2,2,2,2,2,10,2.3671888258457394,2.7297912585404305,2.055270576244758,3.2307989566500375,2.589453258246297,11,62.444831773478455,2.4562855228644715,2.517392050548362,2.6324401518775797,2.8246485568797013,2.419703228433047,Method3
87,100,200,0.3,2,close,5,2,2,2,2,2,10,2.477320936489216,2.8624872676349233,2.1440678481192017,3.022505234571875,2.7443392754478046,12,55.547724278468976,2.4562855228644715,2.517392050548362,2.6324401518775797,2.8246485568797013,2.419703228433047,Method3
87,100,200,0.3,2,close,5,2,2,2,2,2,10,2.60049425122701,1.8651595352619235,2.2497233147632008,3.4081294376135745,2.878837281153181,13,49.70862102369949,2.4562855228644715,2.517392050548362,2.6324401518775797,2.8246485568797013,2.419703228433047,Method3
87,100,200,0.3,2,close,5,2,2,2,2,2,10,2.8557894420834544,2.1155525384014697,2.364220171940234,4.013861435053736,2.9388420503743444,14,37.84983470515455,2.4562855228644715,2.517392050548362,2.6324401518775797,2.8246485568797013,2.419703228433047,Method3
87,100,200,0.3,2,close,5,2,2,2,2,2,10,3.1394615727045605,2.7770902298044726,2.2476522486366615,3.757433399945207,3.019980234427341,15,34.59995162900821,2.4562855228644715,2.517392050548362,2.6324401518775797,2.8246485568797013,2.419703228433047,Method3
