Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,V1,V2,V3,V4,V5,No_Predictors,MSE,V1_TURE,V2_TURE,V3_TURE,V4_TURE,V5_TURE,VaddMethod
101,100,50,0.5,3,close,5,2,2,2,2,2,10,4.031181987532331,0.41457803340702476,4.032156028862823,3.5068461901702435,0.950586073667778,5,134.26362716006588,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method3
101,100,50,0.5,3,close,5,2,2,2,2,2,10,4.031181987532331,0.41457803340702476,4.032156028862823,3.5068461901702435,0.950586073667778,6,134.26362716006588,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method3
101,100,50,0.5,3,close,5,2,2,2,2,2,10,3.991025270792635,-1.4526474924866528,4.281999632784351,3.119303102885372,1.0816953652693753,7,126.15060035962762,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method3
101,100,50,0.5,3,close,5,2,2,2,2,2,10,3.81090993229634,-1.975906414787652,4.314245568658031,3.286888154312253,1.0121775920660936,8,124.72058935268942,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method3
101,100,50,0.5,3,close,5,2,2,2,2,2,10,3.8087080210831643,-2.0158596471944024,4.099739396952382,3.2312687804399176,1.022896002169144,9,124.53051633829604,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method3
101,100,50,0.5,3,close,5,2,2,2,2,2,10,4.477779520732191,-1.2055486945194471,3.8214229470255896,2.782542366733687,2.1612173617875228,10,72.3640778610195,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method3
101,100,50,0.5,3,close,5,2,2,2,2,2,10,3.5607752165404816,0.3503094790106229,2.974021692506099,2.9679477858932146,2.3106878904504775,11,57.362684903142686,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method3
101,100,50,0.5,3,close,5,2,2,2,2,2,10,3.8165256809011883,0.3708920619317021,2.16543970317531,2.8692049054955704,2.469994469810279,12,54.81905261614867,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method3
101,100,50,0.5,3,close,5,2,2,2,2,2,10,2.5966950483377187,0.4837546663156647,2.0250447883815124,3.165454728801601,2.6982608689682244,13,51.7658033481392,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method3
101,100,50,0.5,3,close,5,2,2,2,2,2,10,2.6379504829839746,0.7214361569983979,2.364551516724646,3.500762858267035,1.7909465251022945,14,47.9836384203504,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method3
101,100,50,0.5,3,close,5,2,2,2,2,2,10,2.5911973588184027,0.5919471773877699,2.9348284406318115,3.5747139201114124,2.1779039768630652,15,34.45704399166908,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method3
101,100,50,0.5,3,close,5,2,2,2,2,2,10,2.8471608035260343,0.4762366437202713,3.3550019364157584,3.997835401454148,2.474219458835531,16,28.235048145376407,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method3
101,100,50,0.5,3,close,5,2,2,2,2,2,10,3.1709439014248955,1.0575965644986887,3.3604724466537523,4.118544964035386,2.49704673476335,17,24.04332060573957,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method3
101,100,50,0.5,3,close,5,2,2,2,2,2,10,3.161966276243657,0.9840460809844925,3.2183298170568277,2.6790472705053316,2.3845477886782045,18,21.122770868733788,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method3
101,100,50,0.5,3,close,5,2,2,2,2,2,10,3.228474467024993,0.651891790894879,2.8495241552273893,2.557150207272751,2.053041894133239,19,17.24032485967644,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method3
101,100,50,0.5,3,close,5,2,2,2,2,2,10,3.1510345678593725,0.8946606714337905,2.814986665481761,2.791245932451512,1.9425575505085537,20,14.27092652593564,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method3
101,100,50,0.5,3,close,5,2,2,2,2,2,10,3.382413239996709,0.9190124815203002,2.6634891248385824,2.9598702547899083,1.3026153204758353,21,11.42066133152981,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method3
101,100,50,0.5,3,close,5,2,2,2,2,2,10,2.823197660102984,0.6332685987241993,2.392593462651593,2.9408110141464934,1.407197613883809,22,8.68957919569204,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method3
101,100,50,0.5,3,close,5,2,2,2,2,2,10,2.6194879775611946,0.6768023146040221,2.367448112647038,2.7006263009611984,1.3966498264397789,23,8.357379489294356,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method3
101,100,50,0.5,3,close,5,2,2,2,2,2,10,2.61586835125571,1.2818496221560578,2.4172318201003202,2.455605863482877,1.751337454939395,24,5.296058962286928,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method3
101,100,50,0.5,3,close,5,2,2,2,2,2,10,2.481493645569188,1.7548639143041973,2.611236452999777,2.7472003174644937,1.7491026469370974,25,3.3420177818390124,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method3
101,100,50,0.5,3,close,5,2,2,2,2,2,10,2.0765772437105428,2.4549398056807497,2.3702755774042457,2.507151737956933,2.020032891855497,26,0.6390684179505206,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method3
101,100,50,0.5,3,close,5,2,2,2,2,2,10,2.079650931341086,2.4575202375985166,2.377822819843543,2.5092738052944132,2.023867139680537,27,0.6384104092254438,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method3
101,100,50,0.5,3,close,5,2,2,2,2,2,10,2.0525064160426463,2.4840066834728876,2.4829522473735013,2.5147278441692418,2.024589993452486,28,0.5983182797832011,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method3
101,100,50,0.5,3,close,5,2,2,2,2,2,10,2.0811835705616972,2.493960215504916,2.4794243619612906,2.498118742225571,2.026350456269557,29,0.5949590484735234,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method3
101,100,50,0.5,3,close,5,2,2,2,2,2,10,2.080164496730015,2.479050226160069,2.4624233335722696,2.509163269709181,2.022008836454961,30,0.5923184766606995,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method3
101,100,50,0.5,3,close,5,2,2,2,2,2,10,2.0780496666535297,2.4710966953750946,2.439404617935909,2.4792210516389868,2.0362817335209136,31,0.5842368229742371,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method3
