Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,prop.s2,prop.s3,V1,V2,V3,V4,V5,No_Predictors,MSE,V1_TURE,V2_TURE,V3_TURE,V4_TURE,V5_TURE,VaddMethod
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,0.867,0.898,4.364929389506266,4.146106315374964,4.100424431321621,4.490450008331391,4.357145188456835,5,9.457122418302616,3.89788368870347,3.955081857554072,4.062771509956047,4.242686311541387,3.8636411890370606,Method4
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,0.867,0.898,4.364929389506266,4.146106315374964,4.100424431321621,4.490450008331391,4.357145188456835,6,9.457122418302616,3.89788368870347,3.955081857554072,4.062771509956047,4.242686311541387,3.8636411890370606,Method4
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,0.867,0.898,4.3497848598785085,4.151331884633227,4.090666168759642,4.346255145346781,4.351757765111506,7,9.435899494709389,3.89788368870347,3.955081857554072,4.062771509956047,4.242686311541387,3.8636411890370606,Method4
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,0.867,0.898,4.4248059393957195,4.581827471684424,3.95826571051374,4.590665632705231,4.294268392132646,8,4.159944056485124,3.89788368870347,3.955081857554072,4.062771509956047,4.242686311541387,3.8636411890370606,Method4
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,0.867,0.898,4.409923010169716,4.568868365899736,3.7763262322417144,4.618050275652735,4.291649268836122,9,4.132785195427983,3.89788368870347,3.955081857554072,4.062771509956047,4.242686311541387,3.8636411890370606,Method4
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,0.867,0.898,3.6214146903718984,4.64792683515039,3.9969692020675547,4.682814264896126,4.298205476019568,10,3.5942624904133185,3.89788368870347,3.955081857554072,4.062771509956047,4.242686311541387,3.8636411890370606,Method4
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,0.867,0.898,3.89615619810468,4.682480586086207,4.06660988080202,4.769702457161733,4.31603534212067,11,2.7040358520804944,3.89788368870347,3.955081857554072,4.062771509956047,4.242686311541387,3.8636411890370606,Method4
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,0.867,0.898,3.960412194850354,4.555537694292894,4.126644069479731,4.461981538914024,4.226276872819922,12,2.2201312861043117,3.89788368870347,3.955081857554072,4.062771509956047,4.242686311541387,3.8636411890370606,Method4
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,0.867,0.898,3.9366528283723365,4.556513808893025,4.123652336650464,4.455030057828071,4.215892701350297,13,2.2176106433035927,3.89788368870347,3.955081857554072,4.062771509956047,4.242686311541387,3.8636411890370606,Method4
118,100,100,0.7,1,wide,5,2,2,2,2,2,10,0.867,0.898,4.012899934445302,4.571793511531958,3.876256684854189,4.430430476559559,4.24919079851483,14,1.6739950249077848,3.89788368870347,3.955081857554072,4.062771509956047,4.242686311541387,3.8636411890370606,Method4
