Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,V1,V2,V3,V4,V5,No_Predictors,MSE,V1_TURE,V2_TURE,V3_TURE,V4_TURE,V5_TURE,VaddMethod
139,100,200,0.5,3,wide,5,2,2,2,2,2,10,4.226860767715858,4.8769064965853905,4.553627944026719,4.600384783089461,4.874840733239539,5,5.9735360446043675,4.180950425011531,4.242302360437123,4.357812502333928,4.5507928286412795,4.144221213735,Method1
139,100,200,0.5,3,wide,5,2,2,2,2,2,10,4.226860767715858,4.8769064965853905,4.553627944026719,4.600384783089461,4.874840733239539,6,5.9735360446043675,4.180950425011531,4.242302360437123,4.357812502333928,4.5507928286412795,4.144221213735,Method1
139,100,200,0.5,3,wide,5,2,2,2,2,2,10,4.2337791812985435,4.878590444813377,4.5510558535171795,4.570398975539594,4.870041225204866,7,5.971630108769587,4.180950425011531,4.242302360437123,4.357812502333928,4.5507928286412795,4.144221213735,Method1
139,100,200,0.5,3,wide,5,2,2,2,2,2,10,4.224155917436531,4.886947277621578,4.520724806928374,4.581333787118272,4.863037557269098,8,5.9693416948575875,4.180950425011531,4.242302360437123,4.357812502333928,4.5507928286412795,4.144221213735,Method1
139,100,200,0.5,3,wide,5,2,2,2,2,2,10,4.196693678330714,4.873601723195811,4.528656720781124,4.406020490024056,4.811631411634108,9,5.832112720765634,4.180950425011531,4.242302360437123,4.357812502333928,4.5507928286412795,4.144221213735,Method1
139,100,200,0.5,3,wide,5,2,2,2,2,2,10,4.185181886514394,4.906940538992179,4.5534234694028415,4.397291756954477,4.8179250604814134,10,5.824996592354828,4.180950425011531,4.242302360437123,4.357812502333928,4.5507928286412795,4.144221213735,Method1
139,100,200,0.5,3,wide,5,2,2,2,2,2,10,4.230628148752876,4.760549797744158,4.5566396386379715,4.4688538856632,4.8490426599419125,11,5.7395090697797375,4.180950425011531,4.242302360437123,4.357812502333928,4.5507928286412795,4.144221213735,Method1
139,100,200,0.5,3,wide,5,2,2,2,2,2,10,4.2341292557026415,4.75087019569485,4.540867987621256,4.475630466927,4.755693531681877,12,5.712682072511228,4.180950425011531,4.242302360437123,4.357812502333928,4.5507928286412795,4.144221213735,Method1
139,100,200,0.5,3,wide,5,2,2,2,2,2,10,4.408404839393327,4.750850574691234,4.523682017458465,4.6460740054747784,4.534984315985332,13,5.4610659113698645,4.180950425011531,4.242302360437123,4.357812502333928,4.5507928286412795,4.144221213735,Method1
139,100,200,0.5,3,wide,5,2,2,2,2,2,10,4.1073568978921315,4.778135771143582,4.626501162802101,4.508907665696582,4.506106598999285,14,4.992330217142294,4.180950425011531,4.242302360437123,4.357812502333928,4.5507928286412795,4.144221213735,Method1
