Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,VselecMethod
138,100,100,0.5,3,wide,5,2,2,2,2,2,10,5,9,10,70,AIC
138,100,100,0.5,3,wide,5,2,2,2,2,2,10,5,10,10,74,AIC
138,100,100,0.5,3,wide,5,2,2,2,2,2,10,5,5,5,18,AIC
138,100,100,0.5,3,wide,5,2,2,2,2,2,10,5,9,10,56,AIC
138,100,100,0.5,3,wide,5,2,2,2,2,2,10,5,10,10,74,AIC
138,100,100,0.5,3,wide,5,2,2,2,2,2,10,5,10,10,74,AIC
138,100,100,0.5,3,wide,5,2,2,2,2,2,10,5,10,10,74,AIC
138,100,100,0.5,3,wide,5,2,2,2,2,2,10,5,10,10,74,AIC
138,100,100,0.5,3,wide,5,2,2,2,2,2,10,5,10,10,74,AIC
138,100,100,0.5,3,wide,5,2,2,2,2,2,10,5,6,6,31,AIC
138,100,100,0.5,3,wide,5,2,2,2,2,2,10,5,8,4,30,AIC
138,100,100,0.5,3,wide,5,2,2,2,2,2,10,5,3,6,28,AIC
138,100,100,0.5,3,wide,5,2,2,2,2,2,10,5,7,7,32,AIC
138,100,100,0.5,3,wide,5,2,2,2,2,2,10,5,8,8,42,AIC
138,100,100,0.5,3,wide,5,2,2,2,2,2,10,5,10,10,74,AIC
138,100,100,0.5,3,wide,5,2,2,2,2,2,10,5,9,10,50,AIC
138,100,100,0.5,3,wide,5,2,2,2,2,2,10,5,6,8,21,AIC
138,100,100,0.5,3,wide,5,2,2,2,2,2,10,5,9,10,63,AIC
138,100,100,0.5,3,wide,5,2,2,2,2,2,10,5,8,10,33,AIC
138,100,100,0.5,3,wide,5,2,2,2,2,2,10,5,8,9,57,AIC
138,100,100,0.5,3,wide,5,2,2,2,2,2,10,5,9,10,32,AIC
138,100,100,0.5,3,wide,5,2,2,2,2,2,10,5,10,10,74,AIC
138,100,100,0.5,3,wide,5,2,2,2,2,2,10,5,10,10,74,AIC
138,100,100,0.5,3,wide,5,2,2,2,2,2,10,5,10,10,74,AIC
