Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,VselecMethod
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,33,AIC
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,35,AIC
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,33,AIC
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,30,AIC
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,58,AIC
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,62,AIC
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,48,AIC
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,29,AIC
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,62,AIC
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,39,AIC
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,69,AIC
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC
