Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,VselecMethod
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,12,14,33,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,11,12,20,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,16,18,35,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,12,15,28,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,13,18,38,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,16,19,40,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,16,16,26,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,13,14,21,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,20,19,55,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,20,19,55,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,11,12,21,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,11,11,17,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
66,100,100,0.5,3,wide,5,4,4,4,4,4,20,5,20,20,54,AIC
