Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,VselecMethod
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,6,7,81,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,7,6,81,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,8,6,80,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,7,7,80,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,6,6,82,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,7,6,81,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,5,5,84,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,7,4,83,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,5,9,80,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,5,6,83,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,6,6,82,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,5,5,84,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,7,6,81,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,7,6,81,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,7,5,82,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,6,6,82,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,7,7,80,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,6,5,83,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,5,6,83,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,5,2,87,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,5,5,84,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,8,5,81,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,7,4,83,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,9,6,79,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,8,3,83,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,8,7,79,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,7,5,82,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,7,7,80,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,6,7,81,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,6,4,84,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,7,4,83,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,9,6,79,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,6,6,82,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,6,4,84,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,6,5,83,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,6,7,81,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,5,7,82,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,7,7,80,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,6,6,82,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,6,5,83,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,7,5,82,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,7,7,80,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,7,7,80,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,5,6,83,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,7,6,81,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,6,7,81,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,5,4,85,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,6,7,81,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,5,5,84,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,6,7,81,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,7,8,79,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,6,5,83,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,7,7,80,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,8,5,81,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,6,8,80,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,6,7,81,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,7,6,81,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,5,5,84,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,6,6,82,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,8,7,79,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,5,4,85,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,6,7,81,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,6,4,84,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,7,7,80,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,6,7,81,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,7,6,81,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,6,5,83,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,8,6,80,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,7,6,81,AIC
132,100,300,0.7,2,wide,5,2,2,2,2,2,10,5,7,5,82,AIC
