Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,VselecMethod
28,100,300,0.3,3,close,5,4,4,4,4,4,20,2,12,16,69,AIC
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,7,11,76,AIC
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,8,12,76,AIC
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,11,13,70,AIC
28,100,300,0.3,3,close,5,4,4,4,4,4,20,2,12,14,71,AIC
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,13,14,67,AIC
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,7,10,78,AIC
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,6,15,73,AIC
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,9,12,74,AIC
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,8,12,76,AIC
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,12,14,70,AIC
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,9,12,74,AIC
28,100,300,0.3,3,close,5,4,4,4,4,4,20,1,9,11,78,AIC
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,6,14,75,AIC
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,5,14,77,AIC
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,7,15,73,AIC
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,7,14,73,AIC
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,12,13,69,AIC
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,8,15,73,AIC
28,100,300,0.3,3,close,5,4,4,4,4,4,20,2,13,13,71,AIC
28,100,300,0.3,3,close,5,4,4,4,4,4,20,2,9,11,77,AIC
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,9,12,74,AIC
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,11,13,71,AIC
28,100,300,0.3,3,close,5,4,4,4,4,4,20,2,6,9,82,AIC
