Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,S1_Selected,S2_Selected,S3_Selected,No_Selected,VselecMethod
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,12,14,68,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,15,13,66,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,12,13,70,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,3,12,12,72,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,8,15,71,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,10,13,71,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,12,12,70,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,2,11,11,75,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,12,10,72,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,15,13,67,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,10,14,71,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,12,11,71,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,14,13,67,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,16,13,65,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,3,11,12,73,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,14,14,66,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,12,11,71,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,12,14,68,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,16,12,67,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,12,14,69,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,11,13,70,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,16,14,65,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,14,13,68,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,10,12,72,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,13,11,71,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,3,7,13,76,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,13,17,65,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,12,13,69,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,12,11,72,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,3,11,10,75,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,10,13,71,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,15,14,66,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,13,11,71,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,2,11,9,77,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,15,13,66,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,14,15,66,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,15,13,66,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,3,13,12,71,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,12,12,71,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,7,12,76,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,11,11,73,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,3,12,13,71,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,13,14,67,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,12,10,72,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,10,13,71,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,3,11,9,76,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,14,13,68,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,13,12,70,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,2,12,10,75,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,12,10,72,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,11,13,70,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,13,12,70,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,12,16,66,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,13,13,69,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,3,13,11,72,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,3,8,12,76,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,11,13,70,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,8,10,76,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,11,13,70,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,16,12,66,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,3,11,14,71,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,3,11,9,76,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,2,14,13,70,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,13,10,72,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,13,12,70,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,1,12,10,76,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,9,15,71,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,9,11,75,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,11,14,69,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,10,13,72,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,3,14,11,71,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,15,15,65,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,9,11,74,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,10,12,72,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,15,11,69,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,14,14,66,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,11,11,72,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,13,12,69,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,9,14,71,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,12,13,69,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,11,12,71,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,13,16,65,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,10,9,76,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,13,12,69,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,14,12,68,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,3,10,10,76,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,13,13,69,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,13,11,71,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,13,8,73,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,12,10,73,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,14,10,70,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,14,14,66,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,11,14,69,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,13,13,68,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,4,13,10,72,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,14,15,65,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,3,12,14,70,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,15,13,66,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,5,11,13,70,AIC
8,100,300,0.5,1,close,5,4,4,4,4,4,20,3,14,12,70,AIC
