"","Number","N","P","corr","method","beta","S1","S21","S22","S23","S24","S25","S3","No_Predictors","VaddMethod","v1_bias_mean","v2_bias_mean","v3_bias_mean","v4_bias_mean","v5_bias_mean","v1_variance","v2_variance","v3_variance","v4_variance","v5_variance","mse"
"1",96,100,300,0.7,2,"close",5,2,2,2,2,2,10,5,"Method4",2.46483330797578,2.53775791107204,2.49354622869836,2.61610404466948,2.56489999322425,2.05870192162521,1.86067762617066,1.95550216555548,3.04903050647294,1.89843843943681,215.246088935931
"2",96,100,300,0.7,2,"close",5,2,2,2,2,2,10,6,"Method4",2.46483330797578,2.53775791107204,2.49354622869836,2.61610404466948,2.56489999322425,2.05870192162521,1.86067762617066,1.95550216555548,3.04903050647294,1.89843843943681,215.246088935931
"3",96,100,300,0.7,2,"close",5,2,2,2,2,2,10,7,"Method4",2.26558467538305,2.48024170557699,2.41005953345489,2.4726175866823,2.49760300116345,1.90935405674989,1.82124255931782,2.29341156214705,3.17354955484132,2.50826263578782,173.865838967081
"4",96,100,300,0.7,2,"close",5,2,2,2,2,2,10,8,"Method4",2.00903215567846,2.28820379374641,2.33563719497975,2.45933085319435,2.38592707873121,2.65702769871308,1.87023339892283,2.58728401861606,3.4513304803527,2.84382742908547,140.902502351407
"5",96,100,300,0.7,2,"close",5,2,2,2,2,2,10,9,"Method4",1.9908057927352,2.12416115708743,2.25779134920061,2.22009402368787,2.12810704026798,2.57042161460875,2.04276698170252,2.77726339438929,2.72524635053,2.83762992324855,110.486249756494
"6",96,100,300,0.7,2,"close",5,2,2,2,2,2,10,10,"Method4",1.91459967022125,2.05598061046191,2.12936807582236,2.07282372123448,2.01306087559682,2.42614784636848,2.41801174521528,2.68833004466278,2.5928300823552,3.08644100431561,92.2897065977405
"7",96,100,300,0.7,2,"close",5,2,2,2,2,2,10,11,"Method4",1.85442196246146,1.83524809011999,1.95169089502399,1.87779093442094,1.90100264418324,2.64617198015935,1.98197097685932,2.50824459585399,2.39705729005768,3.06966295766613,75.6755735945255
"8",96,100,300,0.7,2,"close",5,2,2,2,2,2,10,12,"Method4",1.77490124923136,1.64870993720497,1.77537433698794,1.73370111408421,1.75295838872526,2.66631052234691,1.99947987955794,2.59950918003583,2.29501378288212,2.74277005539658,62.818258752068
"9",96,100,300,0.7,2,"close",5,2,2,2,2,2,10,13,"Method4",1.6672657017541,1.42505102359544,1.61562665785265,1.53023387773307,1.6523123795817,2.51062963949391,1.83617080818354,2.26214353023703,1.89517665089136,2.50552220276351,53.8051733709583
"10",96,100,300,0.7,2,"close",5,2,2,2,2,2,10,14,"Method4",1.44313884980518,1.29300174450642,1.49609060017351,1.4394236391285,1.58862738880178,2.16285762689308,1.52488074440587,1.97195352807156,2.07446451251213,2.60786881737773,45.0540560572884
