number,n,p,corr,method,beta,s1,s21,s22,s23,s24,s25,s3,s1_selected,s2_selected,s3_selected,no_selected,vselec_method,s1_prop,s2_prop,s3_prop
27,100,200,0.3,3,close,5,4,4,4,4,4,20,4,12,14,69,AIC,0.8,0.6,0.7
27,100,200,0.3,3,close,5,4,4,4,4,4,20,5,12,10,72,AIC,1,0.6,0.5
27,100,200,0.3,3,close,5,4,4,4,4,4,20,5,10,14,70,AIC,1,0.5,0.7
27,100,200,0.3,3,close,5,4,4,4,4,4,20,5,15,14,65,AIC,1,0.75,0.7
27,100,200,0.3,3,close,5,4,4,4,4,4,20,5,14,15,65,AIC,1,0.7,0.75
27,100,200,0.3,3,close,5,4,4,4,4,4,20,5,14,13,67,AIC,1,0.7,0.65
27,100,200,0.3,3,close,5,4,4,4,4,4,20,5,13,15,66,AIC,1,0.65,0.75
27,100,200,0.3,3,close,5,4,4,4,4,4,20,5,11,13,70,AIC,1,0.55,0.65
27,100,200,0.3,3,close,5,4,4,4,4,4,20,4,11,19,65,AIC,0.8,0.55,0.95
27,100,200,0.3,3,close,5,4,4,4,4,4,20,5,14,16,64,AIC,1,0.7,0.8
27,100,200,0.3,3,close,5,4,4,4,4,4,20,3,15,14,67,AIC,0.6,0.75,0.7
27,100,200,0.3,3,close,5,4,4,4,4,4,20,3,10,15,71,AIC,0.6,0.5,0.75
27,100,200,0.3,3,close,5,4,4,4,4,4,20,2,10,16,71,AIC,0.4,0.5,0.8
27,100,200,0.3,3,close,5,4,4,4,4,4,20,4,12,15,68,AIC,0.8,0.6,0.75
27,100,200,0.3,3,close,5,4,4,4,4,4,20,4,8,15,72,AIC,0.8,0.4,0.75
27,100,200,0.3,3,close,5,4,4,4,4,4,20,3,15,13,68,AIC,0.6,0.75,0.65
27,100,200,0.3,3,close,5,4,4,4,4,4,20,5,9,14,71,AIC,1,0.45,0.7
27,100,200,0.3,3,close,5,4,4,4,4,4,20,5,12,17,65,AIC,1,0.6,0.85
27,100,200,0.3,3,close,5,4,4,4,4,4,20,4,10,12,73,AIC,0.8,0.5,0.6
27,100,200,0.3,3,close,5,4,4,4,4,4,20,5,13,14,67,AIC,1,0.65,0.7
27,100,200,0.3,3,close,5,4,4,4,4,4,20,5,13,17,64,AIC,1,0.65,0.85
28,100,300,0.3,3,close,5,4,4,4,4,4,20,2,12,16,69,AIC,0.4,0.6,0.8
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,7,11,76,AIC,1,0.35,0.55
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,8,12,76,AIC,0.6,0.4,0.6
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,11,13,70,AIC,1,0.55,0.65
28,100,300,0.3,3,close,5,4,4,4,4,4,20,2,12,14,71,AIC,0.4,0.6,0.7
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,13,14,67,AIC,1,0.65,0.7
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,7,10,78,AIC,0.8,0.35,0.5
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,6,15,73,AIC,1,0.3,0.75
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,9,12,74,AIC,0.8,0.45,0.6
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,8,12,76,AIC,0.6,0.4,0.6
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,12,14,70,AIC,0.6,0.6,0.7
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,9,12,74,AIC,0.8,0.45,0.6
28,100,300,0.3,3,close,5,4,4,4,4,4,20,1,9,11,78,AIC,0.2,0.45,0.55
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,6,14,75,AIC,0.8,0.3,0.7
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,5,14,77,AIC,0.6,0.25,0.7
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,7,15,73,AIC,0.8,0.35,0.75
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,7,14,73,AIC,1,0.35,0.7
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,12,13,69,AIC,1,0.6,0.65
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,8,15,73,AIC,0.6,0.4,0.75
28,100,300,0.3,3,close,5,4,4,4,4,4,20,2,13,13,71,AIC,0.4,0.65,0.65
28,100,300,0.3,3,close,5,4,4,4,4,4,20,2,9,11,77,AIC,0.4,0.45,0.55
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,9,12,74,AIC,0.8,0.45,0.6
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,11,13,71,AIC,0.8,0.55,0.65
28,100,300,0.3,3,close,5,4,4,4,4,4,20,2,6,9,82,AIC,0.4,0.3,0.45
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,12,13,71,AIC,0.6,0.6,0.65
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,9,14,73,AIC,0.6,0.45,0.7
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,13,12,71,AIC,0.6,0.65,0.6
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,6,13,75,AIC,1,0.3,0.65
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,8,9,77,AIC,1,0.4,0.45
28,100,300,0.3,3,close,5,4,4,4,4,4,20,2,7,12,78,AIC,0.4,0.35,0.6
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,8,10,78,AIC,0.6,0.4,0.5
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,11,11,72,AIC,1,0.55,0.55
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,8,14,73,AIC,0.8,0.4,0.7
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,9,9,77,AIC,0.8,0.45,0.45
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,9,15,70,AIC,1,0.45,0.75
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,8,13,75,AIC,0.6,0.4,0.65
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,7,13,75,AIC,0.8,0.35,0.65
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,8,16,71,AIC,0.8,0.4,0.8
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,8,12,75,AIC,0.8,0.4,0.6
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,10,13,71,AIC,1,0.5,0.65
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,12,13,69,AIC,1,0.6,0.65
28,100,300,0.3,3,close,5,4,4,4,4,4,20,2,7,12,78,AIC,0.4,0.35,0.6
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,9,13,73,AIC,0.8,0.45,0.65
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,8,15,73,AIC,0.6,0.4,0.75
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,8,11,76,AIC,0.8,0.4,0.55
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,13,10,73,AIC,0.6,0.65,0.5
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,7,13,76,AIC,0.6,0.35,0.65
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,10,10,75,AIC,0.8,0.5,0.5
28,100,300,0.3,3,close,5,4,4,4,4,4,20,2,13,12,72,AIC,0.4,0.65,0.6
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,9,10,76,AIC,0.8,0.45,0.5
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,5,13,78,AIC,0.6,0.25,0.65
28,100,300,0.3,3,close,5,4,4,4,4,4,20,2,8,10,79,AIC,0.4,0.4,0.5
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,11,14,69,AIC,1,0.55,0.7
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,10,13,71,AIC,1,0.5,0.65
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,3,11,80,AIC,1,0.15,0.55
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,9,11,76,AIC,0.6,0.45,0.55
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,11,10,73,AIC,1,0.55,0.5
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,10,11,74,AIC,0.8,0.5,0.55
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,6,12,76,AIC,1,0.3,0.6
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,12,12,72,AIC,0.6,0.6,0.6
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,7,10,79,AIC,0.6,0.35,0.5
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,9,9,77,AIC,0.8,0.45,0.45
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,8,9,78,AIC,0.8,0.4,0.45
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,10,15,71,AIC,0.6,0.5,0.75
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,11,11,74,AIC,0.6,0.55,0.55
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,9,8,79,AIC,0.6,0.45,0.4
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,10,11,73,AIC,1,0.5,0.55
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,9,12,73,AIC,1,0.45,0.6
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,9,14,73,AIC,0.6,0.45,0.7
28,100,300,0.3,3,close,5,4,4,4,4,4,20,1,11,15,72,AIC,0.2,0.55,0.75
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,9,15,72,AIC,0.6,0.45,0.75
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,7,15,72,AIC,1,0.35,0.75
28,100,300,0.3,3,close,5,4,4,4,4,4,20,2,8,13,76,AIC,0.4,0.4,0.65
28,100,300,0.3,3,close,5,4,4,4,4,4,20,2,9,11,77,AIC,0.4,0.45,0.55
28,100,300,0.3,3,close,5,4,4,4,4,4,20,2,11,12,74,AIC,0.4,0.55,0.6
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,8,13,74,AIC,0.8,0.4,0.65
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,10,11,75,AIC,0.6,0.5,0.55
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,12,10,73,AIC,0.8,0.6,0.5
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,10,13,72,AIC,0.8,0.5,0.65
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,8,15,71,AIC,1,0.4,0.75
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,10,12,74,AIC,0.6,0.5,0.6
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,8,13,75,AIC,0.6,0.4,0.65
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,11,13,70,AIC,1,0.55,0.65
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,10,16,69,AIC,0.8,0.5,0.8
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,8,11,75,AIC,1,0.4,0.55
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,7,10,78,AIC,0.8,0.35,0.5
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,8,13,75,AIC,0.6,0.4,0.65
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,9,15,72,AIC,0.6,0.45,0.75
28,100,300,0.3,3,close,5,4,4,4,4,4,20,2,8,10,79,AIC,0.4,0.4,0.5
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,9,15,72,AIC,0.6,0.45,0.75
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,8,14,73,AIC,0.8,0.4,0.7
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,16,14,65,AIC,0.8,0.8,0.7
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,14,12,69,AIC,0.8,0.7,0.6
28,100,300,0.3,3,close,5,4,4,4,4,4,20,5,9,11,74,AIC,1,0.45,0.55
28,100,300,0.3,3,close,5,4,4,4,4,4,20,1,8,11,79,AIC,0.2,0.4,0.55
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,11,14,70,AIC,0.8,0.55,0.7
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,6,13,76,AIC,0.8,0.3,0.65
28,100,300,0.3,3,close,5,4,4,4,4,4,20,4,12,14,69,AIC,0.8,0.6,0.7
28,100,300,0.3,3,close,5,4,4,4,4,4,20,3,7,11,78,AIC,0.6,0.35,0.55
28,100,300,0.3,3,close,5,4,4,4,4,4,20,2,12,12,73,AIC,0.4,0.6,0.6
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,0,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,0,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,0,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,4,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,4,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,0,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,4,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,5,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,4,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,4,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,4,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,0,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,4,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,5,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,4,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,4,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,4,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,0,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,4,AIC,1,1,1
29,100,50,0.5,3,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,31,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,35,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,48,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,27,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,49,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,43,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,19,55,AIC,1,1,0.95
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,50,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,42,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
30,100,100,0.5,3,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
