number,n,p,corr,method,beta,s1,s21,s22,s23,s24,s25,s3,s1_selected,s2_selected,s3_selected,no_selected,vselec_method,s1_prop,s2_prop,s3_prop
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,0,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,0,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,4,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,0,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,0,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,0,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,0,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,4,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,4,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,0,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,5,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,4,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,4,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,0,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,0,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,0,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,4,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,4,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,3,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,0,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,4,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,4,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,2,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,5,20,20,1,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,36,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,43,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,38,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,46,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,50,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,32,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,32,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,46,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,39,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,52,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,30,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,51,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,47,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
2,100,100,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,14,16,64,AIC,1,0.7,0.8
3,100,200,0.3,1,close,5,4,4,4,4,4,20,4,16,16,63,AIC,0.8,0.8,0.8
3,100,200,0.3,1,close,5,4,4,4,4,4,20,3,17,15,64,AIC,0.6,0.85,0.75
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,17,17,60,AIC,1,0.85,0.85
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,13,17,64,AIC,1,0.65,0.85
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,16,14,64,AIC,1,0.8,0.7
3,100,200,0.3,1,close,5,4,4,4,4,4,20,4,13,15,67,AIC,0.8,0.65,0.75
3,100,200,0.3,1,close,5,4,4,4,4,4,20,4,14,15,66,AIC,0.8,0.7,0.75
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,13,16,65,AIC,1,0.65,0.8
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,14,16,64,AIC,1,0.7,0.8
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,14,16,64,AIC,1,0.7,0.8
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,10,15,69,AIC,1,0.5,0.75
3,100,200,0.3,1,close,5,4,4,4,4,4,20,4,13,12,70,AIC,0.8,0.65,0.6
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,11,13,70,AIC,1,0.55,0.65
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,19,16,59,AIC,1,0.95,0.8
3,100,200,0.3,1,close,5,4,4,4,4,4,20,4,16,17,62,AIC,0.8,0.8,0.85
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,13,14,67,AIC,1,0.65,0.7
3,100,200,0.3,1,close,5,4,4,4,4,4,20,4,17,15,63,AIC,0.8,0.85,0.75
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,10,13,71,AIC,1,0.5,0.65
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,15,17,62,AIC,1,0.75,0.85
3,100,200,0.3,1,close,5,4,4,4,4,4,20,4,13,13,69,AIC,0.8,0.65,0.65
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,15,14,65,AIC,1,0.75,0.7
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,18,18,58,AIC,1,0.9,0.9
3,100,200,0.3,1,close,5,4,4,4,4,4,20,3,12,13,71,AIC,0.6,0.6,0.65
3,100,200,0.3,1,close,5,4,4,4,4,4,20,3,16,17,63,AIC,0.6,0.8,0.85
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,13,14,67,AIC,1,0.65,0.7
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,19,16,59,AIC,1,0.95,0.8
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,17,13,64,AIC,1,0.85,0.65
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,15,18,61,AIC,1,0.75,0.9
3,100,200,0.3,1,close,5,4,4,4,4,4,20,4,15,15,65,AIC,0.8,0.75,0.75
3,100,200,0.3,1,close,5,4,4,4,4,4,20,4,14,12,69,AIC,0.8,0.7,0.6
3,100,200,0.3,1,close,5,4,4,4,4,4,20,4,13,15,67,AIC,0.8,0.65,0.75
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,17,14,63,AIC,1,0.85,0.7
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,11,15,68,AIC,1,0.55,0.75
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,12,15,67,AIC,1,0.6,0.75
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,15,16,63,AIC,1,0.75,0.8
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,13,16,65,AIC,1,0.65,0.8
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,13,14,67,AIC,1,0.65,0.7
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,14,12,68,AIC,1,0.7,0.6
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,12,16,66,AIC,1,0.6,0.8
3,100,200,0.3,1,close,5,4,4,4,4,4,20,4,15,16,64,AIC,0.8,0.75,0.8
3,100,200,0.3,1,close,5,4,4,4,4,4,20,4,8,13,74,AIC,0.8,0.4,0.65
3,100,200,0.3,1,close,5,4,4,4,4,4,20,4,17,12,66,AIC,0.8,0.85,0.6
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,15,16,63,AIC,1,0.75,0.8
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,14,18,62,AIC,1,0.7,0.9
3,100,200,0.3,1,close,5,4,4,4,4,4,20,4,14,13,68,AIC,0.8,0.7,0.65
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,15,17,62,AIC,1,0.75,0.85
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,12,13,69,AIC,1,0.6,0.65
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,14,15,65,AIC,1,0.7,0.75
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,16,15,63,AIC,1,0.8,0.75
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,14,12,68,AIC,1,0.7,0.6
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,14,14,66,AIC,1,0.7,0.7
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,16,15,63,AIC,1,0.8,0.75
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,16,18,60,AIC,1,0.8,0.9
3,100,200,0.3,1,close,5,4,4,4,4,4,20,4,14,16,65,AIC,0.8,0.7,0.8
3,100,200,0.3,1,close,5,4,4,4,4,4,20,4,17,17,61,AIC,0.8,0.85,0.85
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,14,16,64,AIC,1,0.7,0.8
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,14,15,65,AIC,1,0.7,0.75
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,14,14,66,AIC,1,0.7,0.7
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,14,17,63,AIC,1,0.7,0.85
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,15,16,63,AIC,1,0.75,0.8
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,13,14,67,AIC,1,0.65,0.7
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,13,14,67,AIC,1,0.65,0.7
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,17,19,58,AIC,1,0.85,0.95
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,18,16,60,AIC,1,0.9,0.8
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,15,16,63,AIC,1,0.75,0.8
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,15,13,66,AIC,1,0.75,0.65
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,17,13,64,AIC,1,0.85,0.65
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,14,15,65,AIC,1,0.7,0.75
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,20,20,54,AIC,1,1,1
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,14,16,64,AIC,1,0.7,0.8
3,100,200,0.3,1,close,5,4,4,4,4,4,20,3,14,12,70,AIC,0.6,0.7,0.6
3,100,200,0.3,1,close,5,4,4,4,4,4,20,4,13,13,69,AIC,0.8,0.65,0.65
3,100,200,0.3,1,close,5,4,4,4,4,4,20,4,14,14,67,AIC,0.8,0.7,0.7
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,15,15,64,AIC,1,0.75,0.75
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,14,16,64,AIC,1,0.7,0.8
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,14,14,66,AIC,1,0.7,0.7
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,19,13,62,AIC,1,0.95,0.65
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,17,16,61,AIC,1,0.85,0.8
3,100,200,0.3,1,close,5,4,4,4,4,4,20,4,13,13,69,AIC,0.8,0.65,0.65
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,14,13,67,AIC,1,0.7,0.65
3,100,200,0.3,1,close,5,4,4,4,4,4,20,4,11,16,68,AIC,0.8,0.55,0.8
3,100,200,0.3,1,close,5,4,4,4,4,4,20,3,14,12,70,AIC,0.6,0.7,0.6
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,19,14,61,AIC,1,0.95,0.7
3,100,200,0.3,1,close,5,4,4,4,4,4,20,4,12,12,71,AIC,0.8,0.6,0.6
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,14,11,69,AIC,1,0.7,0.55
3,100,200,0.3,1,close,5,4,4,4,4,4,20,4,17,15,63,AIC,0.8,0.85,0.75
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,16,11,67,AIC,1,0.8,0.55
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,15,14,65,AIC,1,0.75,0.7
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,13,10,71,AIC,1,0.65,0.5
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,13,16,65,AIC,1,0.65,0.8
3,100,200,0.3,1,close,5,4,4,4,4,4,20,5,15,15,64,AIC,1,0.75,0.75
3,100,200,0.3,1,close,5,4,4,4,4,4,20,3,11,12,73,AIC,0.6,0.55,0.6
