number,n,p,corr,method,beta,s1,s21,s22,s23,s24,s25,s3,s1_selected,s2_selected,s3_selected,no_selected,cv_lambda,vselec_method,s1_prop,s2_prop,s3_prop
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,13,18,23,0.05581171178009765,Lasso,1,0.65,0.9
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,18,19,22,0.04388193684298046,Lasso,1,0.9,0.95
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,16,15,28,0.040501639441524254,Lasso,1,0.8,0.75
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,17,18,29,0.040501639441524254,Lasso,1,0.85,0.9
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,15,15,29,0.03450215590373633,Lasso,1,0.75,0.75
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,17,12,25,0.04388193684298046,Lasso,1,0.85,0.6
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,15,15,29,0.04388193684298046,Lasso,1,0.75,0.75
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,18,16,22,0.04754435641726351,Lasso,1,0.9,0.8
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,15,14,18,0.09028268205951054,Lasso,1,0.75,0.7
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,16,18,28,0.04754435641726351,Lasso,1,0.8,0.9
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,14,15,18,0.05581171178009765,Lasso,1,0.7,0.75
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,14,14,23,0.05151244429388444,Lasso,1,0.7,0.7
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,15,17,22,0.05581171178009765,Lasso,1,0.75,0.85
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,16,15,17,0.07098472391887985,Lasso,1,0.8,0.75
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,17,15,34,0.01816940702282152,Lasso,1,0.85,0.75
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,15,18,18,0.040501639441524254,Lasso,1,0.75,0.9
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,16,16,29,0.03184439837668466,Lasso,1,0.8,0.8
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,17,18,26,0.040501639441524254,Lasso,1,0.85,0.9
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,18,15,26,0.03450215590373633,Lasso,1,0.9,0.75
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,16,16,42,0.012169558683788826,Lasso,1,0.8,0.8
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,17,14,25,0.04754435641726351,Lasso,1,0.85,0.7
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,15,15,33,0.03738173188026989,Lasso,1,0.75,0.75
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,14,16,30,0.02503764593127377,Lasso,1,0.7,0.8
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,17,13,30,0.03738173188026989,Lasso,1,0.85,0.65
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,16,17,21,0.05581171178009765,Lasso,1,0.8,0.85
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,17,13,13,0.11482699699126034,Lasso,1,0.85,0.65
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,13,17,21,0.05581171178009765,Lasso,1,0.65,0.85
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,13,18,20,0.06551665447917689,Lasso,1,0.65,0.9
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,19,17,29,0.03738173188026989,Lasso,1,0.95,0.85
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,18,18,38,0.019685839448573526,Lasso,1,0.9,0.9
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,15,16,32,0.029391372260977485,Lasso,1,0.75,0.8
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,16,18,25,0.05151244429388444,Lasso,1,0.8,0.9
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,17,16,28,0.025037645931273767,Lasso,1,0.85,0.8
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,16,18,26,0.029391372260977485,Lasso,1,0.8,0.9
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,16,16,27,0.027127306760985605,Lasso,1,0.8,0.8
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,15,18,33,0.03450215590373633,Lasso,1,0.75,0.9
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,15,13,23,0.04388193684298046,Lasso,1,0.75,0.65
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,13,18,21,0.04754435641726351,Lasso,1,0.65,0.9
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,16,13,16,0.07690916256172818,Lasso,1,0.8,0.65
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,16,17,19,0.06046979937611887,Lasso,1,0.8,0.85
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,15,15,31,0.03738173188026989,Lasso,1,0.75,0.75
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,17,16,11,0.08332805932591805,Lasso,1,0.85,0.8
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,18,11,21,0.05151244429388444,Lasso,1,0.9,0.55
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,16,19,33,0.03450215590373633,Lasso,1,0.8,0.95
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,17,18,13,0.06551665447917689,Lasso,1,0.85,0.9
54,100,100,0.5,2,wide,5,4,4,4,4,4,20,5,16,16,32,0.03738173188026989,Lasso,1,0.8,0.8
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,16,16,64,0.010366889261210325,Lasso,1,0.8,0.8
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,15,14,27,0.08332805932591805,Lasso,1,0.75,0.7
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,15,16,17,0.11482699699126035,Lasso,1,0.75,0.8
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,13,19,31,0.08332805932591805,Lasso,1,0.65,0.95
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,13,17,56,0.025037645931273767,Lasso,1,0.65,0.85
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,14,17,28,0.07098472391887985,Lasso,1,0.7,0.85
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,15,18,105,3.0401981295724764e-15,Lasso,1,0.75,0.9
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,14,15,27,0.08332805932591805,Lasso,1,0.7,0.75
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,15,17,41,0.04754435641726351,Lasso,1,0.75,0.85
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,14,15,32,0.06551665447917689,Lasso,1,0.7,0.75
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,13,11,32,0.10598168551525448,Lasso,1,0.65,0.55
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,12,15,32,0.07098472391887985,Lasso,1,0.6,0.75
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,16,14,38,0.05581171178009765,Lasso,1,0.8,0.7
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,18,18,33,0.05581171178009765,Lasso,1,0.9,0.9
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,15,15,33,0.09028268205951054,Lasso,1,0.75,0.75
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,12,15,47,0.04388193684298046,Lasso,1,0.6,0.75
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,13,15,49,0.03450215590373633,Lasso,1,0.65,0.75
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,16,13,44,0.04754435641726351,Lasso,1,0.8,0.65
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,15,14,29,0.09028268205951054,Lasso,1,0.75,0.7
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,16,14,18,0.12441054484015628,Lasso,1,0.8,0.7
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,15,15,55,0.01816940702282152,Lasso,1,0.75,0.75
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,18,13,60,0.016769787868247475,Lasso,1,0.9,0.65
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,19,15,36,0.06046979937611887,Lasso,1,0.95,0.75
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,17,17,57,0.014285689258041684,Lasso,1,0.85,0.85
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,13,15,31,0.08332805932591805,Lasso,1,0.65,0.75
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,17,17,28,0.08332805932591805,Lasso,1,0.85,0.85
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,13,11,25,0.11482699699126034,Lasso,1,0.65,0.55
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,16,16,26,0.0769091625617282,Lasso,1,0.8,0.8
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,18,11,21,0.09781774285631799,Lasso,1,0.9,0.55
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,13,18,44,0.040501639441524254,Lasso,1,0.65,0.9
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,14,14,25,0.09028268205951054,Lasso,1,0.7,0.7
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,20,20,155,5.523859724622305e-17,Lasso,1,1,1
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,13,17,43,0.06046979937611887,Lasso,1,0.65,0.85
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,14,15,44,0.06046979937611887,Lasso,1,0.7,0.75
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,15,14,33,0.0769091625617282,Lasso,1,0.75,0.7
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,9,14,32,0.08332805932591805,Lasso,1,0.45,0.7
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,20,20,155,5.523859724622305e-17,Lasso,1,1,1
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,15,17,93,1.1877527132026626e-14,Lasso,1,0.75,0.85
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,18,18,51,0.029391372260977485,Lasso,1,0.9,0.9
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,13,15,28,0.08332805932591805,Lasso,1,0.65,0.75
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,19,16,34,0.051512444293884435,Lasso,1,0.95,0.8
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,17,15,40,0.06046979937611887,Lasso,1,0.85,0.75
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,15,15,42,0.05151244429388444,Lasso,1,0.75,0.75
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,20,20,155,5.523859724622305e-17,Lasso,1,1,1
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,16,13,54,0.03738173188026989,Lasso,1,0.8,0.65
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,16,13,43,0.051512444293884435,Lasso,1,0.8,0.65
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,12,13,50,0.03738173188026989,Lasso,1,0.6,0.65
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,19,16,41,0.04388193684298046,Lasso,1,0.95,0.8
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,14,16,55,0.023108955094702267,Lasso,1,0.7,0.8
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,13,14,28,0.08332805932591805,Lasso,1,0.65,0.7
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,14,14,21,0.09028268205951054,Lasso,1,0.7,0.7
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,15,17,29,0.05581171178009765,Lasso,1,0.75,0.85
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,16,14,30,0.06046979937611887,Lasso,1,0.8,0.7
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,17,12,59,0.01816940702282152,Lasso,1,0.85,0.6
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,13,16,22,0.10598168551525447,Lasso,1,0.65,0.8
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,18,16,21,0.097817742856318,Lasso,1,0.9,0.8
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,17,15,32,0.06046979937611888,Lasso,1,0.85,0.75
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,15,16,46,0.04388193684298046,Lasso,1,0.75,0.8
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,18,16,32,0.06046979937611887,Lasso,1,0.9,0.8
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,17,16,78,0.0022604658271317864,Lasso,1,0.85,0.8
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,13,14,29,0.10598168551525448,Lasso,1,0.65,0.7
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,14,15,46,0.06046979937611887,Lasso,1,0.7,0.75
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,20,20,155,5.523859724622305e-17,Lasso,1,1,1
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,17,18,77,0.004650681630293014,Lasso,1,0.85,0.9
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,15,9,28,0.097817742856318,Lasso,1,0.75,0.45
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,12,13,30,0.0769091625617282,Lasso,1,0.6,0.65
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,19,19,128,7.781758411760339e-16,Lasso,1,0.95,0.95
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,15,18,35,0.04388193684298046,Lasso,1,0.75,0.9
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,13,14,20,0.11482699699126034,Lasso,1,0.65,0.7
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,17,17,62,0.007523080686757891,Lasso,1,0.85,0.85
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,14,12,25,0.09028268205951055,Lasso,1,0.7,0.6
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,18,17,28,0.0769091625617282,Lasso,1,0.9,0.85
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,16,16,98,2.0408091757732755e-4,Lasso,1,0.8,0.8
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,11,13,17,0.1582328851132841,Lasso,1,0.55,0.65
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,15,18,34,0.07098472391887985,Lasso,1,0.75,0.9
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,17,15,30,0.08332805932591805,Lasso,1,0.85,0.75
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,17,12,30,0.09028268205951054,Lasso,1,0.85,0.6
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,15,13,26,0.09028268205951052,Lasso,1,0.75,0.65
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,16,14,42,0.03738173188026989,Lasso,1,0.8,0.7
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,12,15,41,0.05581171178009765,Lasso,1,0.6,0.75
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,13,16,22,0.09781774285631802,Lasso,1,0.65,0.8
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,12,17,34,0.09028268205951054,Lasso,1,0.6,0.85
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,15,13,77,0.002449126011432874,Lasso,1,0.75,0.65
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,11,17,44,0.055811711780097646,Lasso,1,0.55,0.85
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,15,15,37,0.04388193684298046,Lasso,1,0.75,0.75
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,15,16,31,0.09028268205951054,Lasso,1,0.75,0.8
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,15,14,95,2.25544120589799e-14,Lasso,1,0.75,0.7
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,15,16,40,0.05581171178009765,Lasso,1,0.75,0.8
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,14,17,56,0.01816940702282152,Lasso,1,0.7,0.85
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,15,15,42,0.05151244429388444,Lasso,1,0.75,0.75
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,13,15,27,0.11482699699126034,Lasso,1,0.65,0.75
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,17,15,28,0.06551665447917689,Lasso,1,0.85,0.75
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,16,13,38,0.07098472391887985,Lasso,1,0.8,0.65
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,16,15,51,0.03184439837668466,Lasso,1,0.8,0.75
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,17,11,18,0.13479394282689977,Lasso,1,0.85,0.55
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,14,18,58,0.02939137226097749,Lasso,1,0.7,0.9
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,11,13,15,0.13479394282689977,Lasso,1,0.55,0.65
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,13,14,36,0.05581171178009766,Lasso,1,0.65,0.7
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,16,12,25,0.10598168551525448,Lasso,1,0.8,0.6
55,100,200,0.5,2,wide,5,4,4,4,4,4,20,5,16,17,43,0.03450215590373633,Lasso,1,0.8,0.85
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,14,12,36,0.09028268205951054,Lasso,1,0.7,0.6
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,12,13,22,0.17143912115085486,Lasso,1,0.6,0.65
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,13,15,93,9.359505671160059e-4,Lasso,1,0.65,0.75
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,17,15,55,0.03184439837668466,Lasso,1,0.85,0.75
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,9,13,25,0.13479394282689977,Lasso,1,0.45,0.65
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,20,20,253,5.523859724622305e-17,Lasso,1,1,1
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,15,18,59,0.027127306760985608,Lasso,1,0.75,0.9
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso,1,1,1
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,6,13,33,0.11482699699126034,Lasso,1,0.3,0.65
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,15,13,61,0.025037645931273767,Lasso,1,0.75,0.65
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,17,12,105,2.4436820315179472e-14,Lasso,1,0.85,0.6
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,7,17,49,0.0769091625617282,Lasso,1,0.35,0.85
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,13,12,30,0.08332805932591805,Lasso,1,0.65,0.6
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,16,16,97,5.867321674280197e-7,Lasso,1,0.8,0.8
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,15,12,60,0.03450215590373633,Lasso,1,0.75,0.6
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,15,11,83,0.00956831081750475,Lasso,1,0.75,0.55
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,17,16,56,0.02939137226097749,Lasso,1,0.85,0.8
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,9,15,37,0.12441054484015628,Lasso,1,0.45,0.75
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,19,19,129,2.2062216790607422e-15,Lasso,1,0.95,0.95
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,13,13,87,0.005459375671276526,Lasso,1,0.65,0.65
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,12,12,78,0.010366889261210325,Lasso,1,0.6,0.6
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,17,12,44,0.06046979937611886,Lasso,1,0.85,0.6
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,17,19,204,7.182316827580546e-16,Lasso,1,0.85,0.95
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,15,11,68,0.01816940702282152,Lasso,1,0.75,0.55
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,14,14,42,0.05151244429388444,Lasso,1,0.7,0.7
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,18,14,70,0.00956831081750475,Lasso,1,0.9,0.7
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,14,14,43,0.0769091625617282,Lasso,1,0.7,0.7
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,17,12,44,0.07098472391887985,Lasso,1,0.85,0.6
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,16,15,31,0.09781774285631799,Lasso,1,0.8,0.75
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,11,14,33,0.13479394282689977,Lasso,1,0.55,0.7
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,13,15,36,0.097817742856318,Lasso,1,0.65,0.75
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,17,18,64,0.03184439837668466,Lasso,1,0.85,0.9
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,13,15,25,0.1582328851132841,Lasso,1,0.65,0.75
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,18,14,52,0.03738173188026989,Lasso,1,0.9,0.7
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,13,13,45,0.0769091625617282,Lasso,1,0.65,0.65
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,9,14,42,0.0769091625617282,Lasso,1,0.45,0.7
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,13,14,34,0.097817742856318,Lasso,1,0.65,0.7
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,13,16,57,0.029391372260977485,Lasso,1,0.65,0.8
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,11,11,31,0.13479394282689977,Lasso,1,0.55,0.55
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,11,14,28,0.1460439470477822,Lasso,1,0.55,0.7
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,15,14,60,0.03184439837668466,Lasso,1,0.75,0.7
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,15,14,38,0.08332805932591805,Lasso,1,0.75,0.7
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,11,14,37,0.07098472391887985,Lasso,1,0.55,0.7
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,12,15,43,0.06046979937611887,Lasso,1,0.6,0.75
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,13,12,20,0.1582328851132841,Lasso,1,0.65,0.6
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,18,11,101,7.955364931279147e-15,Lasso,1,0.9,0.55
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,12,16,48,0.05581171178009765,Lasso,1,0.6,0.8
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,18,16,63,0.015477983667424536,Lasso,1,0.9,0.8
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,14,14,41,0.09028268205951054,Lasso,1,0.7,0.7
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,16,16,53,0.03450215590373633,Lasso,1,0.8,0.8
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,14,12,63,0.03184439837668466,Lasso,1,0.7,0.6
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,12,12,44,0.08332805932591805,Lasso,1,0.6,0.6
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,17,15,51,0.04388193684298046,Lasso,1,0.85,0.75
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,15,10,21,0.18574755961717593,Lasso,1,0.75,0.5
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,13,18,34,0.07098472391887985,Lasso,1,0.65,0.9
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,10,17,42,0.05151244429388444,Lasso,1,0.5,0.85
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,15,16,64,0.02503764593127377,Lasso,1,0.75,0.8
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,11,12,41,0.09028268205951054,Lasso,1,0.55,0.6
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,13,13,44,0.08332805932591805,Lasso,1,0.65,0.65
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,14,14,59,0.02939137226097749,Lasso,1,0.7,0.7
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,13,10,22,0.1460439470477822,Lasso,1,0.65,0.5
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,17,13,38,0.06046979937611887,Lasso,1,0.85,0.65
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,12,15,53,0.05581171178009766,Lasso,1,0.6,0.75
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,14,15,55,0.05151244429388444,Lasso,1,0.7,0.75
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,10,12,53,0.05581171178009765,Lasso,1,0.5,0.6
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,13,10,47,0.08332805932591805,Lasso,1,0.65,0.5
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,13,15,51,0.06046979937611887,Lasso,1,0.65,0.75
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,15,15,45,0.0769091625617282,Lasso,1,0.75,0.75
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,14,17,60,0.029391372260977485,Lasso,1,0.7,0.85
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,14,16,33,0.11482699699126034,Lasso,1,0.7,0.8
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,17,14,54,0.023108955094702264,Lasso,1,0.85,0.7
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,16,16,40,0.07098472391887985,Lasso,1,0.8,0.8
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,14,9,49,0.06551665447917689,Lasso,1,0.7,0.45
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,10,16,40,0.11482699699126034,Lasso,1,0.5,0.8
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,12,14,38,0.07098472391887985,Lasso,1,0.6,0.7
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,14,12,67,0.015477983667424536,Lasso,1,0.7,0.6
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,16,16,40,0.09028268205951054,Lasso,1,0.8,0.8
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,14,12,71,0.015477983667424536,Lasso,1,0.7,0.6
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,10,13,31,0.12441054484015628,Lasso,1,0.5,0.65
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,17,14,102,2.4436820315179472e-14,Lasso,1,0.85,0.7
56,100,300,0.5,2,wide,5,4,4,4,4,4,20,5,13,15,61,0.02132883446929541,Lasso,1,0.65,0.75
