number,n,p,corr,method,beta,s1,s21,s22,s23,s24,s25,s3,s1_selected,s2_selected,s3_selected,no_selected,cv_lambda,vselec_method,s1_prop,s2_prop,s3_prop
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,25,0.01816940702282152,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,47,0.008150962679858665,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,34,0.014285689258041686,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,50,0.004650681630293014,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,38,0.012169558683788826,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,42,0.007523080686757891,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,39,0.00883124817807592,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,26,0.015477983667424535,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,44,0.005915019285946334,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,42,0.010366889261210325,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,42,0.008150962679858665,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,32,0.016769787868247475,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,43,0.005459375671276526,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,54,0.001925624381091326,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,43,0.008150962679858665,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,51,0.0015140214263144234,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,36,0.014285689258041684,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,55,1.883602305474481e-4,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,46,0.005038831029839593,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,47,0.006408691260650363,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,20,0.03184439837668466,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,36,0.00883124817807592,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,20,0.03450215590373633,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,15,0.04388193684298046,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,53,0.002449126011432874,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,35,0.012169558683788826,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,43,0.006408691260650363,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,23,0.03738173188026989,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,47,0.005459375671276526,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,30,0.027127306760985605,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,24,0.029391372260977485,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,35,0.01816940702282152,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,32,0.015477983667424536,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,40,0.016769787868247475,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,34,0.012169558683788828,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,49,0.004650681630293014,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,55,9.359505671160059e-4,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,35,0.014285689258041684,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,31,0.018169407022821524,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,33,0.01318523923803091,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,28,0.023108955094702267,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,20,0.023108955094702267,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,33,0.014285689258041684,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,18,0.040501639441524254,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,51,0.00208633844554251,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,52,0.001777290384010133,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,47,0.005915019285946334,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,32,0.014285689258041684,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,27,0.02132883446929541,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,36,0.008150962679858665,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,44,0.010366889261210325,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,24,0.03184439837668466,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,45,0.00883124817807592,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,29,0.021328834469295406,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,47,0.005915019285946334,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,36,0.011232117664654304,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,30,0.01318523923803091,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,41,0.011232117664654304,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,32,0.01816940702282152,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,40,0.008150962679858665,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,29,0.019685839448573526,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,37,0.00956831081750475,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,52,7.973087714498592e-4,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,44,0.005915019285946334,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,27,0.02132883446929541,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,51,0.005915019285946334,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,42,0.006943565471023718,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,49,0.004650681630293014,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,47,0.005459375671276526,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,30,0.01816940702282152,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,34,0.015477983667424536,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,47,0.004292432014143849,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,53,0.001925624381091326,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,34,0.00956831081750475,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,35,0.012169558683788826,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,26,0.025037645931273767,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,39,0.00956831081750475,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,42,0.010366889261210325,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,25,0.027127306760985605,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,30,0.019685839448573526,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,54,2.8122578514602016e-4,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,38,0.011232117664654304,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,40,0.007523080686757891,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,38,0.015477983667424536,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,46,0.003961778952150325,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,47,0.0036565966365880664,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,47,0.004292432014143849,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,26,0.029391372260977485,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,25,0.023108955094702267,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,34,0.00883124817807592,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,33,0.02132883446929541,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,38,0.00956831081750475,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,29,0.014285689258041684,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,30,0.019685839448573526,Lasso,1,1,1
34,100,100,0.7,3,close,5,4,4,4,4,4,20,5,20,20,35,0.011232117664654304,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,136,1.0962581781191723e-14,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,92,0.002449126011432874,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,134,6.394445857865423e-14,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,125,6.30575100566924e-11,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,136,1.2868834512511345e-14,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,19,20,92,0.00883124817807592,Lasso,1,0.95,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,114,9.35950567116006e-4,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,108,0.0012897503412847423,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,129,2.1281424190723575e-13,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,150,2.5898554056361275e-15,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,53,0.025037645931273764,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,82,0.007523080686757892,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,19,20,65,0.019685839448573526,Lasso,1,0.95,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,71,0.011232117664654304,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,126,3.875322747950135e-4,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,147,4.917914759747401e-15,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,58,0.019685839448573526,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,155,5.523859724622305e-17,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,74,0.010366889261210325,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,135,1.0118116167907339e-14,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,59,0.019685839448573526,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,149,3.568849692126245e-15,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,45,0.03450215590373633,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,151,4.539079738348004e-15,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,115,0.0010140657079729964,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,54,0.023108955094702267,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,58,0.016769787868247475,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,113,0.00208633844554251,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,19,20,72,0.01816940702282152,Lasso,1,0.95,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,91,0.006943565471023718,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,83,0.008150962679858665,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,139,1.0962581781191723e-14,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,123,2.789580328967126e-8,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,78,0.012169558683788826,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,150,5.773077223324176e-15,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,154,1.2588003452053502e-15,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,139,1.0962581781191723e-14,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,95,0.002874997694018614,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,89,0.004292432014143849,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,84,0.005915019285946334,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,87,0.003961778952150325,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,69,0.01318523923803091,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,19,20,92,0.005459375671276526,Lasso,1,0.95,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,97,0.005038831029839593,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,50,0.03184439837668466,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,122,1.7385053376410992e-4,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,58,0.02132883446929541,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,75,0.014285689258041682,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,141,6.7769414995261594e-15,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,118,1.591646349235784e-8,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,58,0.023108955094702267,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,61,0.01816940702282152,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,155,5.523859724622305e-17,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,104,0.00208633844554251,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,51,0.03738173188026989,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,112,7.973087714498592e-4,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,141,7.342550152818917e-15,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,155,5.523859724622305e-17,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,78,0.012169558683788826,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,155,5.523859724622305e-17,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,86,0.011232117664654305,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,67,0.01816940702282152,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,148,5.3283676380058e-15,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,73,0.012169558683788828,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,82,0.008150962679858665,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,81,0.011232117664654304,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,155,5.5238597246223045e-17,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,48,0.03450215590373633,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,120,2.8122578514602016e-4,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,155,5.523859724622305e-17,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,81,0.008150962679858665,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,103,0.002449126011432874,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,155,5.523859724622305e-17,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,89,0.00883124817807592,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,131,3.1080231876114186e-14,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,73,0.014285689258041684,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,133,1.337069896270716e-5,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,155,5.523859724622305e-17,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,69,0.016769787868247475,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,102,7.973087714498592e-4,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,73,0.014285689258041684,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,147,7.342550152818917e-15,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,155,5.523859724622305e-17,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,53,0.02310895509470227,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,19,20,142,8.619325693748151e-15,Lasso,1,0.95,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,155,5.523859724622305e-17,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,120,8.638527633833567e-4,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,18,20,88,0.005459375671276526,Lasso,1,0.9,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,58,0.02132883446929541,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,74,0.010366889261210325,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,98,0.0033749230141802756,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,79,0.00956831081750475,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,83,0.006943565471023718,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,155,5.523859724622305e-17,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,144,7.955364931279147e-15,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,61,0.016769787868247475,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,63,0.02503764593127377,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,152,5.3283676380058e-15,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,155,5.523859724622305e-17,Lasso,1,1,1
35,100,200,0.7,3,close,5,4,4,4,4,4,20,5,20,20,83,0.008150962679858665,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,153,3.6484686600961913e-14,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,18,20,148,2.081700879104417e-14,Lasso,1,0.9,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,75,0.025037645931273767,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,17,20,107,0.005915019285946334,Lasso,1,0.85,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,62,0.03450215590373633,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622306e-17,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,107,0.010366889261210325,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,19,20,119,6.268837137798298e-4,Lasso,1,0.95,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622306e-17,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,215,4.18942699855571e-15,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,250,4.810593213582624e-16,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622306e-17,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,15,20,122,0.004292432014143849,Lasso,1,0.75,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,91,0.02132883446929541,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,19,20,137,6.928131136168834e-14,Lasso,1,0.95,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,19,20,69,0.03450215590373633,Lasso,1,0.95,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622306e-17,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,253,1.566080367919738e-16,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,84,0.016769787868247475,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,19,20,189,6.25490260633328e-15,Lasso,1,0.95,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,19,20,125,5.2237003292297446e-5,Lasso,1,0.95,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,19,20,118,0.0026535319171305475,Lasso,1,0.95,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,121,4.928870779732855e-4,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,19,20,147,1.63673651262945e-14,Lasso,1,0.95,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,19,20,153,2.25544120589799e-14,Lasso,1,0.95,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,254,5.523859724622305e-17,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622306e-17,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,18,20,70,0.03184439837668466,Lasso,1,0.9,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,87,0.016769787868247475,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,144,2.868607075639386e-14,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,17,17,130,0.0026535319171305475,Lasso,1,0.85,0.85
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,17,20,172,1.1877527132026624e-14,Lasso,1,0.85,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622305e-17,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,148,1.510656020779084e-14,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,19,20,85,0.016769787868247475,Lasso,1,0.95,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,119,4.928870779732855e-4,Lasso,1,1,1
36,100,300,0.7,3,close,5,4,4,4,4,4,20,5,20,20,255,5.523859724622306e-17,Lasso,1,1,1
