Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,V1,V2,V3,V4,V5,No_Predictors,MSE,V1_TURE,V2_TURE,V3_TURE,V4_TURE,V5_TURE,VaddMethod
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,3.9357037573736293,4.509745535672765,4.859399629401362,5.027927706975808,4.476532462901173,5,17.215919857132185,4.337979654927858,4.40163586239555,4.521484364422404,4.721712696314266,4.299870958324814,Method1
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,3.9357037573736293,4.509745535672765,4.859399629401362,5.027927706975808,4.476532462901173,6,17.215919857132185,4.337979654927858,4.40163586239555,4.521484364422404,4.721712696314266,4.299870958324814,Method1
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,4.170143487370986,4.584541515436435,4.919522732004475,5.054855719272111,4.4578230688403355,7,12.15208717785491,4.337979654927858,4.40163586239555,4.521484364422404,4.721712696314266,4.299870958324814,Method1
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,4.237099010083192,4.550935231349866,5.044700016943878,5.043678861233408,4.516448000815558,8,11.867813244219542,4.337979654927858,4.40163586239555,4.521484364422404,4.721712696314266,4.299870958324814,Method1
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,4.128902158050679,4.461338024194379,4.86333542535649,4.798726667928802,4.505212757703078,9,9.868128584638768,4.337979654927858,4.40163586239555,4.521484364422404,4.721712696314266,4.299870958324814,Method1
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,4.144477952962804,4.317132385493011,4.762931617439482,4.710786688492693,4.508702588546233,10,7.772669925097436,4.337979654927858,4.40163586239555,4.521484364422404,4.721712696314266,4.299870958324814,Method1
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,4.121289492953424,4.411042983425908,4.847850260194368,4.753226452786106,4.511886139488994,11,7.500232119053249,4.337979654927858,4.40163586239555,4.521484364422404,4.721712696314266,4.299870958324814,Method1
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,3.980784855527755,4.345152237255242,4.781336177268666,4.837907669816409,4.379196416108958,12,6.693027224266382,4.337979654927858,4.40163586239555,4.521484364422404,4.721712696314266,4.299870958324814,Method1
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,4.108267669742797,4.323694424153694,4.980056052208112,4.7623328532566145,4.5109546687061775,13,5.84673437787501,4.337979654927858,4.40163586239555,4.521484364422404,4.721712696314266,4.299870958324814,Method1
64,100,300,0.3,3,wide,5,4,4,4,4,4,20,4.061917736310205,4.359564022895996,4.964910353842739,4.745486917129598,4.527169365746825,14,4.9999929643518,4.337979654927858,4.40163586239555,4.521484364422404,4.721712696314266,4.299870958324814,Method1
