Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,V1,V2,V3,V4,V5,No_Predictors,MSE,V1_TURE,V2_TURE,V3_TURE,V4_TURE,V5_TURE,VaddMethod
12,100,300,0.7,1,close,5,4,4,4,4,4,20,7.098923190874599,2.5281167255603707,9.83230661770778,6.278494398869187,2.1324762357041296,5,990.692503113581,2.548539337165312,2.6119409198031334,2.73131002782188,2.930737446386174,2.510583075348679,Method1
12,100,300,0.7,1,close,5,4,4,4,4,4,20,7.098923190874599,2.5281167255603707,9.83230661770778,6.278494398869187,2.1324762357041296,6,990.692503113581,2.548539337165312,2.6119409198031334,2.73131002782188,2.930737446386174,2.510583075348679,Method1
12,100,300,0.7,1,close,5,4,4,4,4,4,20,9.976818813441408,4.5428898569625344,10.842069013251784,9.941158117159732,5.979650391734679,7,447.09786501012246,2.548539337165312,2.6119409198031334,2.73131002782188,2.930737446386174,2.510583075348679,Method1
12,100,300,0.7,1,close,5,4,4,4,4,4,20,10.03800411758185,7.280629928509351,8.833219225837235,11.371077211230961,7.524621819912159,8,277.9481295612605,2.548539337165312,2.6119409198031334,2.73131002782188,2.930737446386174,2.510583075348679,Method1
12,100,300,0.7,1,close,5,4,4,4,4,4,20,9.04239220623311,8.548477501392359,9.164664375445328,10.803097737658799,5.68419034508271,9,200.05144120706598,2.548539337165312,2.6119409198031334,2.73131002782188,2.930737446386174,2.510583075348679,Method1
12,100,300,0.7,1,close,5,4,4,4,4,4,20,9.674602041528463,8.6166393171190645,7.818093902008674,11.20588159525136,6.248292158606232,10,171.63390125260662,2.548539337165312,2.6119409198031334,2.73131002782188,2.930737446386174,2.510583075348679,Method1
12,100,300,0.7,1,close,5,4,4,4,4,4,20,8.901957496975356,7.927866239007301,7.421755707714772,10.973340470905582,6.874829975208655,11,146.95757057778573,2.548539337165312,2.6119409198031334,2.73131002782188,2.930737446386174,2.510583075348679,Method1
12,100,300,0.7,1,close,5,4,4,4,4,4,20,8.896843186254923,7.783548471797641,7.621521673904449,11.053448795935392,6.653784611671619,12,141.2647243006511,2.548539337165312,2.6119409198031334,2.73131002782188,2.930737446386174,2.510583075348679,Method1
12,100,300,0.7,1,close,5,4,4,4,4,4,20,8.7287696495774,7.43180486281575,8.163794865252942,11.326511760445316,7.51310230598178,13,122.4098093493536,2.548539337165312,2.6119409198031334,2.73131002782188,2.930737446386174,2.510583075348679,Method1
12,100,300,0.7,1,close,5,4,4,4,4,4,20,8.88453590815031,7.263876400812948,8.300435933174168,11.409559724113665,7.95429518611658,14,117.82223009749966,2.548539337165312,2.6119409198031334,2.73131002782188,2.930737446386174,2.510583075348679,Method1
12,100,300,0.7,1,close,5,4,4,4,4,4,20,8.894708749036038,7.355829989265158,8.134277765083473,11.201824184570357,8.13950733177586,15,102.58833778971278,2.548539337165312,2.6119409198031334,2.73131002782188,2.930737446386174,2.510583075348679,Method1
12,100,300,0.7,1,close,5,4,4,4,4,4,20,8.847978771250066,6.99611341947199,8.282988312065696,11.003152292560435,7.9863960238100535,16,96.04277677984298,2.548539337165312,2.6119409198031334,2.73131002782188,2.930737446386174,2.510583075348679,Method1
12,100,300,0.7,1,close,5,4,4,4,4,4,20,8.836724901618002,7.006582075046931,8.285038301498586,11.000670958896162,7.970339485314993,17,95.9902833223072,2.548539337165312,2.6119409198031334,2.73131002782188,2.930737446386174,2.510583075348679,Method1
12,100,300,0.7,1,close,5,4,4,4,4,4,20,8.816771257158132,6.984266177613876,8.303563994326616,10.948335062838108,7.9438469058483365,18,95.87839378243284,2.548539337165312,2.6119409198031334,2.73131002782188,2.930737446386174,2.510583075348679,Method1
12,100,300,0.7,1,close,5,4,4,4,4,4,20,8.683063204751058,7.201031695864336,8.282088637938969,10.902408818660149,8.159128381395512,19,91.64441870240088,2.548539337165312,2.6119409198031334,2.73131002782188,2.930737446386174,2.510583075348679,Method1
12,100,300,0.7,1,close,5,4,4,4,4,4,20,8.52627894866863,7.650740188275527,7.840708382081065,10.710532004914404,8.51970601205489,20,88.58814129977983,2.548539337165312,2.6119409198031334,2.73131002782188,2.930737446386174,2.510583075348679,Method1
12,100,300,0.7,1,close,5,4,4,4,4,4,20,8.409729259608145,7.644488976088954,7.823110753021113,10.603546619537324,8.692854279461416,21,87.24652232240494,2.548539337165312,2.6119409198031334,2.73131002782188,2.930737446386174,2.510583075348679,Method1
12,100,300,0.7,1,close,5,4,4,4,4,4,20,8.512157884349417,7.484994425115252,7.8220094517723116,10.733324985072175,8.58414468360773,22,83.6706989860206,2.548539337165312,2.6119409198031334,2.73131002782188,2.930737446386174,2.510583075348679,Method1
12,100,300,0.7,1,close,5,4,4,4,4,4,20,8.528829140074665,7.457955598660875,7.802764831904463,10.74543905776628,8.599102442341488,23,83.65882184737647,2.548539337165312,2.6119409198031334,2.73131002782188,2.930737446386174,2.510583075348679,Method1
12,100,300,0.7,1,close,5,4,4,4,4,4,20,8.60015881786152,7.103400647555999,8.121656714273065,11.32048386718949,8.159177575331887,24,78.28230166437453,2.548539337165312,2.6119409198031334,2.73131002782188,2.930737446386174,2.510583075348679,Method1
