Number,N,P,corr,method,beta,S1,S21,S22,S23,S24,S25,S3,V1,V2,V3,V4,V5,No_Predictors,MSE,V1_TURE,V2_TURE,V3_TURE,V4_TURE,V5_TURE,VaddMethod
1,100,50,0.3,1,close,5,4,4,4,4,4,20,0.9419047899200897,3.5310199598345524,6.08440211264138,3.5752547957916487,4.163392386670401,5,317.7185430955193,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,0.9419047899200897,3.5310199598345524,6.08440211264138,3.5752547957916487,4.163392386670401,6,317.7185430955193,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,0.4047053228253718,2.324427826930085,4.420746501339618,3.8142686052791888,3.291398897792938,7,241.90697025411407,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,-0.005664311470244069,2.4269632235760374,4.320898570294011,3.762307073606747,3.356494885441279,8,227.65224852105834,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,0.9346419702900093,2.46700151293189,4.3307100784769705,2.770828133966294,3.5312527930532775,9,203.84257676072332,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,1.3732655915107237,2.332861878680185,3.8067359139798453,2.032416673279464,3.3197177691177333,10,176.86047818687067,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,1.236828410794092,1.7893723732539681,4.045775728895049,3.0750579311741606,4.092160347611796,11,163.18706311867328,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,1.4643220946230036,1.567202925272363,3.965041600776465,3.203410054436209,3.5894150130638005,12,151.75673678849446,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,2.4132926154296985,1.8263183230564037,3.5265775136909023,4.452679279261713,3.8722996102976976,13,141.47744646091954,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,3.7216908919353364,1.3355413708836101,3.628451453672102,3.9429679500855346,3.6438765173203582,14,120.655949382917,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,3.61478092803441,1.4987789296670828,3.621593251107158,3.9678502050010205,4.003013580264714,15,112.16361310050692,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,3.545209038945512,1.877581563564834,4.0046605680641365,4.330054085600142,4.447783978337282,16,106.03054278262437,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,3.4792849914090485,2.0939987518041288,3.9621164195251954,3.953602306024386,4.583866693082684,17,103.75590932733392,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,3.4682303600544064,2.192994221008116,3.777939086038713,4.301992591967026,4.665728413341962,18,93.16878341729253,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,3.752383803923797,2.4682238714617935,3.8271252703433034,4.027732543982016,4.65329403318993,19,91.5987348278154,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,3.757453305189788,2.381600437164655,3.9185444353066075,4.114958763518096,4.486928376717961,20,90.97274815995831,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,3.0889613361786554,2.1518731969668696,3.709943623783711,4.91275730556073,4.175353215406126,21,75.85121028144115,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method1
1,100,50,0.3,1,close,5,4,4,4,4,4,20,3.0603312129361595,2.1661922771512225,3.6919200976398026,4.85626478655963,4.174096723796077,22,75.81696140360143,2.1106225030931705,2.163129758953678,2.261987611325993,2.427147313284432,2.079188285400228,Method1
