"","Number","N","P","corr","method","beta","S1","S21","S22","S23","S24","S25","S3","No_Predictors","VaddMethod","v1_bias","v2_bias","v3_bias","v4_bias","v5_bias","v1_variance","v2_variance","v3_variance","v4_variance","v5_variance","mse"
"1",23,100,200,0.7,2,"close",5,4,4,4,4,4,20,5,"4",1.47995769311746,1.51030951548627,1.4222539351782,1.45025448149259,1.48795108587102,6.71690014404405,5.43671095385224,7.98027244436641,4.80680083592838,6.4873089332212,517.746809822776
"2",23,100,200,0.7,2,"close",5,4,4,4,4,4,20,6,"4",1.47995769311746,1.51030951548627,1.4222539351782,1.45025448149259,1.48795108587102,6.71690014404405,5.43671095385224,7.98027244436641,4.80680083592838,6.4873089332212,517.746809822776
"3",23,100,200,0.7,2,"close",5,4,4,4,4,4,20,7,"4",1.32014028897253,1.52815059857861,1.32129863771442,1.41750263495211,1.44483953299395,5.15596383578344,5.12396780619437,7.13293190702567,4.42557529039712,5.18422096465792,451.202934812416
"4",23,100,200,0.7,2,"close",5,4,4,4,4,4,20,8,"4",1.35476707088508,1.49688902424113,1.29261202833814,1.3932612098487,1.36366582269621,7.02563520069092,5.7593425745779,9.07886190213081,4.57479592369627,5.82155431046674,402.81909719973
"5",23,100,200,0.7,2,"close",5,4,4,4,4,4,20,9,"4",1.2711112221274,1.39045593037714,1.26028030503813,1.38006813858116,1.32941947811562,6.29461759167977,5.77628705299993,8.32565755034971,4.45282047223822,6.85149786319225,359.374355453754
"6",23,100,200,0.7,2,"close",5,4,4,4,4,4,20,10,"4",1.19971132015266,1.36897836651399,1.19034532750704,1.33127024358909,1.24553383310426,6.27136511115598,7.80711437217679,8.23666942421563,4.73449500266826,6.57028956404536,317.409856332613
"7",23,100,200,0.7,2,"close",5,4,4,4,4,4,20,11,"4",1.13021244161782,1.33037430292621,1.14875249358098,1.24006244708574,1.17848303816173,6.12975715321832,7.62522605429331,8.2246609011685,5.23653811019412,6.59042198375635,281.336731088184
"8",23,100,200,0.7,2,"close",5,4,4,4,4,4,20,12,"4",1.06560719579412,1.29063714061109,1.06448735331243,1.18794290154996,1.12128636445696,6.19897706818855,7.0267122392696,7.00391079951409,5.71987967092106,6.05803370589592,252.3853174061
"9",23,100,200,0.7,2,"close",5,4,4,4,4,4,20,13,"4",1.02551808532222,1.24266538649811,1.05824204878276,1.11979480238538,1.10097846693965,5.9787437104958,6.0124854577876,7.34495925425542,5.26262880849994,6.35842086117367,223.850940743984
"10",23,100,200,0.7,2,"close",5,4,4,4,4,4,20,14,"4",1.01214837031535,1.10700642554359,0.996671988028091,1.10007246256612,1.00124558003946,5.94010340170444,5.97579645663068,6.88061493565888,5.67865829461371,5.89226498476933,201.154181818068
"11",23,100,200,0.7,2,"close",5,4,4,4,4,4,20,15,"4",0.966064354312251,1.03014941475451,0.951664321106626,1.0868376497536,0.970098697339029,5.36849769670136,6.10287333542527,6.4264413877394,6.2762915244016,5.5129773521769,178.29191644931
"12",23,100,200,0.7,2,"close",5,4,4,4,4,4,20,16,"4",0.918800678172925,0.968059834892804,0.894160605118792,1.00570612325996,0.943558431698415,4.90691353476346,5.46096852920033,5.30059801755402,5.69887517352608,5.78566003154151,158.846447186021
"13",23,100,200,0.7,2,"close",5,4,4,4,4,4,20,17,"4",0.867585025475708,0.927446194587959,0.874984237885126,0.974579667803115,0.885567792622802,4.52899453468393,4.89326057261239,5.38228949895191,5.87141565217022,5.16452702718017,142.334455094645
"14",23,100,200,0.7,2,"close",5,4,4,4,4,4,20,18,"4",0.785245204068197,0.846171584739098,0.867976988254714,0.905510532501628,0.761162892094074,4.23864566788088,4.67725989779154,4.86897976587775,5.51145561243895,4.33295320602152,125.08382171191
